Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,_symbol,_extracted_at,_source
CP,Năm,Kỳ,(Vay NH+DH)/VCSH,Nợ/VCSH,TSCĐ / Vốn CSH,Vốn CSH/Vốn điều lệ,Vòng quay tài sản,Vòng quay TSCĐ,Số ngày thu tiền bình quân,Số ngày tồn kho bình quân,Số ngày thanh toán bình quân,Chu kỳ tiền,Vòng quay hàng tồn kho,Biên EBIT (%),Biên lợi nhuận gộp (%),Biên lợi nhuận ròng (%),ROE (%),ROIC (%),ROA (%),EBITDA (Tỷ đồng),EBIT (Tỷ đồng),Tỷ suất cổ tức (%),Chỉ số thanh toán hiện thời,Chỉ số thanh toán tiền mặt,Chỉ số thanh toán nhanh,Khả năng chi trả lãi vay,Đòn bẩy tài chính,Vốn hóa (Tỷ đồng),Số CP lưu hành (Triệu CP),P/E,P/B,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,,,
VNM,2023,3,0.22,0.62,0.35,1.63,1.17,5.02,28.27,61.97,40.59,130.83,5.89,0.18,0.42,0.16,0.27,0.23,0.17,11444085780622.00,2740211905894,0.04,1.85,0.34,1.57,-34.42,1.62,140445005904000,2089955445,16.69,4.58,2.35,15.54,1192.49,14668.05,12.59,VNM,2026-02-10,VCI
VNM,2023,2,0.18,0.39,0.32,1.75,1.21,5.06,28.24,61.05,39.43,128.72,5.98,0.17,0.40,0.14,0.26,0.22,0.16,11420616979783.00,2519939148334,0.02,2.43,0.12,1.97,-26.26,1.39,157791636097500,2089955445,19.18,4.71,2.62,16.90,1052.09,16013.85,14.52,VNM,2026-02-10,VCI
VNM,2023,1,0.20,0.43,0.34,1.65,1.18,4.99,28.51,63.29,40.34,132.14,5.77,0.15,0.39,0.13,0.26,0.22,0.16,11288070587267.00,2067091290344,0.00,2.25,0.14,1.78,-25.12,1.43,153611725207500,2089955445,18.94,4.88,2.56,17.43,888.41,15072.85,14.31,VNM,2026-02-10,VCI
VNM,2022,4,0.15,0.48,0.36,1.57,1.18,4.87,27.40,62.66,43.01,133.07,5.83,0.14,0.39,0.12,0.25,0.26,0.17,11848623437435.00,2061657445163,0.04,2.06,0.15,1.70,-38.73,1.48,152148756396000,2089955445,17.86,5.10,2.54,17.23,894.34,14282.15,13.63,VNM,2026-02-10,VCI
VNM,2022,3,0.28,0.51,0.35,1.62,1.15,4.91,27.22,69.67,39.34,136.24,5.24,0.17,0.39,0.14,0.25,0.23,0.17,12240678940735.00,2688415991483,0.04,2.02,0.17,1.68,-53.83,1.51,168450408867000,2089955445,19.04,5.41,2.77,19.81,1099.74,14900.52,14.52,VNM,2026-02-10,VCI
VNM,2022,2,0.27,0.46,0.33,1.76,1.15,4.82,27.04,72.21,40.74,139.98,5.06,0.16,0.41,0.14,0.27,0.23,0.18,12813493688336.00,2383519819909,0.02,2.22,0.27,1.79,-64.94,1.46,154238711841000,2089955445,16.28,4.52,2.54,18.53,996.66,16333.35,12.66,VNM,2026-02-10,VCI
VNM,2022,1,0.32,0.52,0.36,1.67,1.17,4.79,26.70,71.59,42.37,140.66,5.10,0.19,0.41,0.16,0.29,0.25,0.19,13737264701360.00,2619580322203,0.02,2.01,0.10,1.58,-100.10,1.52,151521769762500,2089955445,14.82,4.71,2.46,18.06,1084.00,15406.05,11.91,VNM,2026-02-10,VCI
VNM,2021,4,0.27,0.49,0.35,1.72,1.20,4.59,25.59,62.03,39.05,126.67,5.88,0.15,0.43,0.14,0.30,0.26,0.21,13881656397698.00,2437646715046,0.04,2.12,0.14,1.72,-103.97,1.49,155074694019000,2089955445,14.72,4.69,2.55,16.44,1050.74,15829.66,11.88,VNM,2026-02-10,VCI
VNM,2021,3,0.27,0.54,0.39,1.62,1.16,4.43,26.34,67.81,42.99,137.14,5.38,0.20,0.43,0.18,0.31,0.27,0.21,13601560472712.00,3241803032663,0.03,1.94,0.12,1.58,-133.00,1.54,174302284113000,2089955445,16.56,5.61,2.93,17.88,1399.92,14878.97,13.54,VNM,2026-02-10,VCI
VNM,2021,2,0.29,0.54,0.38,1.64,1.16,4.31,26.85,66.56,43.43,136.85,5.48,0.21,0.44,0.18,0.32,0.27,0.21,13895088863274.00,3279214356078,0.02,1.93,0.09,1.56,-116.81,1.54,188304985594500,2089955445,17.64,5.95,3.20,19.95,1356.39,15131.73,14.32,VNM,2026-02-10,VCI
VNM,2021,1,0.28,0.50,0.40,1.63,1.18,4.21,26.64,64.27,40.44,131.35,5.68,0.21,0.44,0.20,0.33,0.27,0.22,14005399715840.00,2801654559131,0.00,1.99,0.07,1.59,-217.08,1.50,180363154903500,2089955445,16.53,5.76,3.07,19.00,1232.52,14991.71,13.65,VNM,2026-02-10,VCI
VNM,2020,4,0.23,0.44,0.41,1.61,1.28,4.15,23.40,56.80,39.09,119.30,6.43,0.15,0.46,0.15,0.35,0.30,0.24,14471841931010.00,2146668982454,0.03,2.09,0.15,1.74,-83.02,1.44,195410834107500,2089955445,17.61,6.24,3.28,19.20,1045.56,14975.05,13.96,VNM,2026-02-10,VCI
VNM,2020,3,0.21,0.59,0.44,1.52,1.25,4.12,24.91,62.38,40.70,127.98,5.85,0.23,0.47,0.20,0.35,0.33,0.23,14780020326210.00,3523460016325,0.03,1.74,0.13,1.45,-92.10,1.59,214815541568800,2089645346,19.33,7.32,3.61,18.20,1472.57,14044.01,14.98,VNM,2026-02-10,VCI
VNM,2020,2,0.20,0.53,0.44,1.55,1.29,4.07,24.96,63.09,42.46,130.51,5.79,0.22,0.46,0.20,0.35,0.32,0.24,14312539775796.00,3380520833178,0.02,1.80,0.13,1.46,-89.81,1.53,225681697368000,2089645346,21.04,7.49,3.88,19.63,1469.97,14421.38,16.22,VNM,2026-02-10,VCI
VNM,2020,1,0.20,0.43,0.45,1.54,1.34,4.08,25.19,64.24,44.72,134.15,5.68,0.23,0.47,0.20,0.36,0.32,0.25,14219646294257.00,3212325477301,0.00,1.99,0.10,1.56,-76.37,1.43,191377408570600,1741377694,18.13,6.38,3.34,16.09,1587.77,17233.76,13.96,VNM,2026-02-10,VCI
VNM,2019,4,0.19,0.50,0.50,1.42,1.37,3.99,22.43,64.63,46.88,133.94,5.65,0.18,0.47,0.15,0.38,0.35,0.26,14130532456354.00,2497332306345,0.03,1.71,0.18,1.37,-69.68,1.50,172396391706000,1741377694,16.30,6.27,3.06,15.11,1264.24,15794.42,12.47,VNM,2026-02-10,VCI
VNM,2019,3,0.16,0.44,0.48,1.33,1.41,4.15,26.98,67.50,45.16,139.63,5.41,0.22,0.47,0.19,0.38,0.38,0.27,14037460972339.00,3113069195574,0.03,1.86,0.12,1.44,-112.00,1.44,203044639120400,1741377694,19.01,7.45,3.69,18.79,1544.86,15654.32,14.74,VNM,2026-02-10,VCI
VNM,2019,2,0.13,0.39,0.46,1.38,1.46,4.25,27.21,66.12,43.39,136.72,5.52,0.23,0.48,0.20,0.38,0.37,0.28,13636366204931.00,3365734336011,0.01,2.04,0.20,1.53,-132.74,1.39,233518748765400,1741377694,22.14,8.24,4.28,24.33,1664.62,16274.24,17.30,VNM,2026-02-10,VCI
VNM,2019,1,0.09,0.32,0.45,1.38,1.47,4.36,27.10,64.83,44.94,136.87,5.63,0.24,0.47,0.21,0.38,0.37,0.28,13204320057388.00,3206323842890,0.00,2.50,0.19,1.89,-161.65,1.32,215060214122000,1741378252,20.85,7.59,4.01,24.15,1602.60,16271.29,16.42,VNM,2026-02-10,VCI
VNM,2018,4,0.06,0.42,0.51,1.26,1.46,4.38,24.62,62.55,51.95,139.12,5.84,0.19,0.47,0.18,0.41,0.41,0.28,12838801713219.00,2471372549064,0.02,1.93,0.18,1.41,-182.28,1.42,226034739579000,1741407855,22.10,8.77,4.30,27.77,1320.47,14804.77,17.69,VNM,2026-02-10,VCI
VNM,2018,3,0.06,0.31,0.45,1.24,1.48,4.73,27.94,57.89,47.20,133.03,6.31,0.20,0.47,0.19,0.38,0.39,0.28,12168546167123.00,2795981689728,0.02,2.49,0.15,1.90,-233.35,1.31,235960764352500,1741407855,24.40,9.27,4.55,36.04,1470.15,14619.70,19.48,VNM,2026-02-10,VCI
VNM,2018,2,0.00,0.00,0.42,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.47,0.19,0.00,0.00,0.00,0.00,3016871982497,0.02,0.00,0.00,0.00,-174.67,1.36,204269342056800,1741426616,20.83,7.84,3.97,29.93,1531.13,14956.16,16.66,VNM,2026-02-10,VCI
VNM,2018,1,0.08,0.34,0.40,1.26,1.53,5.44,26.04,54.66,47.50,128.19,6.68,0.24,0.45,0.22,0.41,0.39,0.30,12450184651001.00,2927943109579,0.00,2.37,0.12,1.85,-342.23,1.34,244535077206500,1451246749,24.30,9.48,4.78,33.97,1861.37,17783.15,19.74,VNM,2026-02-10,VCI
VNM,2017,4,0.03,0.45,0.44,1.14,1.59,5.39,20.97,58.41,44.44,123.82,6.25,0.15,0.45,0.14,0.44,0.47,0.32,12729875129644.00,1875637952045,0.02,1.99,0.14,1.60,-373.99,1.45,268483768590000,1451263614,26.08,11.49,5.26,27.97,1202.13,16104.73,21.08,VNM,2026-02-10,VCI
VNM,2017,3,0.03,0.31,0.34,1.15,1.63,6.12,20.88,56.45,39.81,117.14,6.47,0.23,0.47,0.20,0.43,0.47,0.33,12790242044205.00,3024347783085,0.02,2.66,0.16,2.15,-431.66,1.31,296783409063000,1451263614,28.59,12.36,5.88,28.57,1856.25,16542.46,23.19,VNM,2026-02-10,VCI
VNM,2017,2,0.03,0.29,0.33,1.18,1.65,6.02,19.87,57.11,33.83,110.81,6.39,0.24,0.49,0.22,0.44,0.45,0.34,12656978163044.00,3248418896063,0.01,3.08,0.15,2.46,-807.33,1.29,220453187119900,1451304721,21.54,8.99,4.46,20.88,2013.42,16894.17,17.41,VNM,2026-02-10,VCI
VNM,2017,1,0.03,0.24,0.33,1.20,1.65,5.89,19.61,57.26,28.05,104.92,6.37,0.27,0.48,0.24,0.44,0.45,0.34,12572138417600.00,3281600344551,0.00,3.65,0.48,2.94,-245.01,1.24,222053978682000,1451333194,21.89,8.96,4.58,21.09,2022.33,17073.93,17.53,VNM,2026-02-10,VCI
VNM,2016,4,0.09,0.31,0.37,1.07,1.65,5.66,17.14,62.42,35.48,115.04,5.85,0.17,0.46,0.15,0.43,0.00,0.33,11714538490980.00,1991402173914,0.04,2.89,0.17,2.19,-101.74,1.31,214800596832000,1451355384,22.97,9.69,4.59,25.60,1260.18,15273.36,18.42,VNM,2026-02-10,VCI
VNM,2016,3,0.10,0.33,0.39,0.99,1.62,5.62,21.12,55.00,23.37,99.49,6.64,0.24,0.42,0.21,0.43,0.00,0.33,11806901949027.00,2904926009181,0.03,2.72,0.19,2.10,-293.22,1.33,194345985453100,1451426329,20.53,9.47,4.22,23.74,1756.05,14138.16,16.54,VNM,2026-02-10,VCI
VNM,2016,2,0.00,0.00,0.36,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.43,0.23,0.00,0.00,0.00,0.00,3181681370024,0.03,0.00,0.00,0.00,-365.53,1.30,206106026238000,1451450889,22.79,7.51,4.64,25.53,1939.71,18917.93,18.05,VNM,2026-02-10,VCI
VNM,2016,1,0.09,0.27,0.36,1.09,1.55,5.27,21.23,56.01,27.14,104.38,6.52,0.24,0.49,0.21,0.40,0.00,0.31,10581191892140.00,2445691929927,0.00,3.13,0.30,2.43,-294.17,1.27,186021606690000,1200139398,22.22,8.22,4.38,25.19,1797.45,18855.22,16.60,VNM,2026-02-10,VCI
VNM,2015,4,0.00,0.00,0.39,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.40,0.17,0.00,0.00,0.00,0.00,2106971188018,0.03,0.00,0.00,0.00,-246.75,1.31,166819376322000,1200139398,21.47,8.07,4.16,21.79,1579.88,17234.29,15.94,VNM,2026-02-10,VCI
VNM,2015,3,0.00,0.00,0.41,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.41,0.20,0.00,0.00,0.00,0.00,2463619257387,0.03,0.00,0.00,0.00,-314.90,1.35,145216867158000,1200139398,19.09,7.65,3.71,19.08,1779.22,15815.08,14.04,VNM,2026-02-10,VCI
VNM,2015,2,0.00,0.00,0.38,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.42,0.21,0.00,0.00,0.00,0.00,2444979498425,0.04,0.00,0.00,0.00,-360.42,1.28,136815891372000,1200139398,19.98,5.42,3.67,22.14,1820.76,21045.44,14.30,VNM,2026-02-10,VCI
VNM,2015,1,0.00,0.00,0.38,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.36,0.18,0.00,0.00,0.00,0.00,1756615800232,0.03,0.00,0.00,0.00,-216.03,1.27,119014113876000,1000118604,19.08,5.65,3.30,21.02,1556.67,21069.21,13.46,VNM,2026-02-10,VCI
VNM,2014,4,0.10,0.30,0.45,0.94,1.44,3.93,20.26,55.24,31.13,106.63,6.61,0.20,0.38,0.19,0.33,0.00,0.25,8685680600715.00,1894518012992,0.02,2.85,1.68,2.18,-208.74,1.31,105012453420000,1000118604,17.30,5.34,3.00,19.71,1729.53,19667.67,12.10,VNM,2026-02-10,VCI
VNM,2014,3,0.11,0.31,0.49,0.87,1.44,3.82,19.39,60.57,32.56,112.53,6.03,0.18,0.35,0.16,0.32,16.69,0.25,8629242850901.00,1546015927763,0.02,2.49,1.33,1.80,-208.25,1.32,100011860400000,1000118604,17.22,5.52,2.96,87.28,1376.09,18120.17,11.70,VNM,2026-02-10,VCI
VNM,2014,2,0.04,0.28,0.48,0.89,1.46,3.80,19.62,61.06,33.86,114.54,5.98,0.20,0.34,0.17,0.34,18.02,0.27,8918612357230.00,1803640258730,0.02,2.98,1.57,2.06,-145.33,1.28,108012809232000,1000118604,17.64,5.82,3.26,60.54,1575.25,18549.83,12.02,VNM,2026-02-10,VCI
VNM,2014,1,0.03,0.23,0.47,0.90,1.45,3.71,19.77,62.66,34.29,116.72,5.83,0.20,0.33,0.18,0.36,17.94,0.29,9059668264159.00,1572795218099,0.00,3.35,1.76,2.41,-147.39,1.24,107512962909000,833433821,16.82,5.72,3.37,125.89,1664.66,22552.96,11.78,VNM,2026-02-10,VCI
VNM,2013,4,0.03,0.30,0.51,0.84,1.45,3.65,18.66,61.90,38.93,119.49,5.90,0.19,0.33,0.18,0.40,0.00,0.31,8796793806917.00,1553871666234,0.02,2.63,1.42,1.98,0.00,1.30,117515083851000,833440311,17.99,6.70,3.80,18.80,1763.83,21051.88,13.09,VNM,2026-02-10,VCI
VNM,2013,3,0.00,0.22,0.50,0.81,1.45,3.62,17.35,69.84,38.44,125.63,5.23,0.24,0.37,0.21,0.41,18.46,0.33,8636293729660.00,1907747567937,0.02,3.14,1.54,2.26,0.00,1.22,115018454418000,833467061,17.14,6.81,3.86,55.15,2028.24,20262.30,13.12,VNM,2026-02-10,VCI
VNM,2013,2,0.00,0.24,0.49,0.81,1.45,3.54,16.56,74.44,38.86,129.85,4.90,0.26,0.39,0.23,0.40,18.73,0.33,8162433409122.00,2084036298819,0.01,3.01,1.41,2.04,0.00,1.24,116686603740000,833475741,18.18,6.86,4.11,74.44,2210.95,20422.51,14.20,VNM,2026-02-10,VCI
VNM,2013,1,0.00,0.22,0.48,0.81,1.45,3.55,17.49,78.21,41.59,137.30,4.67,0.26,0.37,0.23,0.40,18.33,0.32,7747938308995.00,1749465778926,0.00,3.25,1.56,2.22,0.00,1.22,114193017612000,833525676,18.78,6.77,4.17,167.51,1836.58,20230.57,14.53,VNM,2026-02-10,VCI
