time,open,high,low,close,volume,_symbol,_extracted_at,_source
2025-11-12,95.51,99.56,95.51,99.56,6649911,FPT,2026-02-10,VCI
2025-11-13,99.56,99.66,97.68,97.88,4774081,FPT,2026-02-10,VCI
2025-11-14,97.88,99.86,97.19,98.97,4713954,FPT,2026-02-10,VCI
2025-11-17,99.56,100.75,99.56,99.96,5607991,FPT,2026-02-10,VCI
2025-11-18,99.96,100.06,97.78,98.97,6522460,FPT,2026-02-10,VCI
2025-11-19,98.48,98.48,96.99,96.99,5191305,FPT,2026-02-10,VCI
2025-11-20,97.58,98.67,97.09,97.98,4608598,FPT,2026-02-10,VCI
2025-11-21,96.99,100.16,96.79,99.76,7956420,FPT,2026-02-10,VCI
2025-11-24,99.66,100.06,98.57,99.17,5079550,FPT,2026-02-10,VCI
2025-11-25,98.67,99.27,97.98,98.67,4510630,FPT,2026-02-10,VCI
2025-11-26,98.77,99.17,97.88,97.98,5843562,FPT,2026-02-10,VCI
2025-11-27,98.18,98.77,97.09,98.48,4796150,FPT,2026-02-10,VCI
2025-11-28,98.08,98.38,96.10,96.10,6239769,FPT,2026-02-10,VCI
2025-12-01,96.90,97.70,96.10,96.60,3145177,FPT,2026-02-10,VCI
2025-12-02,96.80,97.30,95.40,96.60,5590644,FPT,2026-02-10,VCI
2025-12-03,97.00,97.00,96.00,96.60,6491714,FPT,2026-02-10,VCI
2025-12-04,96.60,98.50,96.60,97.50,7409987,FPT,2026-02-10,VCI
2025-12-05,97.50,97.50,96.10,96.20,5090389,FPT,2026-02-10,VCI
2025-12-08,96.60,97.30,95.50,95.50,5307100,FPT,2026-02-10,VCI
2025-12-09,95.50,97.00,94.40,96.90,9995279,FPT,2026-02-10,VCI
2025-12-10,97.10,97.10,95.60,95.60,3909618,FPT,2026-02-10,VCI
2025-12-11,95.90,96.60,95.60,96.00,5211998,FPT,2026-02-10,VCI
2025-12-12,96.00,96.00,93.50,93.70,5519800,FPT,2026-02-10,VCI
2025-12-15,93.90,94.40,93.50,93.80,3524800,FPT,2026-02-10,VCI
2025-12-16,93.90,95.40,92.00,94.90,6295300,FPT,2026-02-10,VCI
2025-12-17,94.40,96.30,94.40,95.90,4967800,FPT,2026-02-10,VCI
2025-12-18,95.50,95.60,93.90,94.40,4115500,FPT,2026-02-10,VCI
2025-12-19,94.00,95.00,93.60,93.90,4492600,FPT,2026-02-10,VCI
2025-12-22,94.10,94.30,93.50,93.70,6142400,FPT,2026-02-10,VCI
2025-12-23,94.00,95.90,93.60,94.00,6006900,FPT,2026-02-10,VCI
2025-12-24,94.10,94.20,93.10,93.60,3901500,FPT,2026-02-10,VCI
2025-12-25,93.60,94.80,93.00,93.00,4565200,FPT,2026-02-10,VCI
2025-12-26,92.70,93.00,91.00,92.50,6612400,FPT,2026-02-10,VCI
2025-12-29,92.50,94.90,92.50,94.30,6300900,FPT,2026-02-10,VCI
2025-12-30,94.50,96.60,94.30,96.50,7271200,FPT,2026-02-10,VCI
2025-12-31,96.80,97.00,95.20,95.80,3082600,FPT,2026-02-10,VCI
2026-01-05,95.70,95.70,93.20,95.00,7029300,FPT,2026-02-10,VCI
2026-01-06,94.70,94.80,93.60,94.00,5397500,FPT,2026-02-10,VCI
2026-01-07,94.10,97.60,94.00,97.50,11427400,FPT,2026-02-10,VCI
2026-01-08,98.10,98.10,96.50,96.50,5576200,FPT,2026-02-10,VCI
2026-01-09,96.10,99.90,96.00,97.40,10048700,FPT,2026-02-10,VCI
2026-01-12,98.00,99.50,98.00,99.50,9076600,FPT,2026-02-10,VCI
2026-01-13,99.70,101.70,97.90,98.90,9411100,FPT,2026-02-10,VCI
2026-01-14,99.00,101.10,97.80,99.80,11900400,FPT,2026-02-10,VCI
2026-01-15,99.80,101.70,98.40,98.50,7401400,FPT,2026-02-10,VCI
2026-01-16,99.50,105.30,99.50,105.30,23871100,FPT,2026-02-10,VCI
2026-01-19,108.70,108.70,105.50,105.80,14710500,FPT,2026-02-10,VCI
2026-01-20,106.10,107.00,104.00,104.10,12213100,FPT,2026-02-10,VCI
2026-01-21,103.20,106.50,101.10,105.00,14517300,FPT,2026-02-10,VCI
2026-01-22,105.50,105.80,103.50,103.50,8095100,FPT,2026-02-10,VCI
2026-01-23,103.60,104.60,101.00,101.00,9418000,FPT,2026-02-10,VCI
2026-01-26,100.20,101.60,98.00,98.50,11183100,FPT,2026-02-10,VCI
2026-01-27,99.60,102.50,99.10,102.10,10585500,FPT,2026-02-10,VCI
2026-01-28,102.40,105.80,102.30,104.50,11949800,FPT,2026-02-10,VCI
2026-01-29,105.00,107.20,103.70,106.10,14247700,FPT,2026-02-10,VCI
2026-01-30,106.40,106.40,103.90,104.50,10833200,FPT,2026-02-10,VCI
2026-02-02,103.30,104.30,101.60,104.30,9331400,FPT,2026-02-10,VCI
2026-02-03,104.90,105.40,102.90,103.90,9097000,FPT,2026-02-10,VCI
2026-02-04,103.10,103.50,101.50,101.90,11639700,FPT,2026-02-10,VCI
2026-02-05,101.20,101.90,99.00,99.00,18088600,FPT,2026-02-10,VCI
2026-02-06,98.00,100.00,96.70,97.60,9766800,FPT,2026-02-10,VCI
2026-02-09,98.80,99.40,97.90,99.00,5108600,FPT,2026-02-10,VCI
