cp,năm,kỳ,tài_sản_ngắn_hạn_đồng,tiền_và_tương_đương_tiền_đồng,giá_trị_thuần_đầu_tư_ngắn_hạn_đồng,các_khoản_phải_thu_ngắn_hạn_đồng,hàng_tồn_kho_ròng,tài_sản_lưu_động_khác,tài_sản_dài_hạn_đồng,phải_thu_về_cho_vay_dài_hạn_đồng,tài_sản_cố_định_đồng,giá_trị_ròng_tài_sản_đầu_tư,đầu_tư_dài_hạn_đồng,lợi_thế_thương_mại,tài_sản_dài_hạn_khác,tổng_cộng_tài_sản_đồng,nợ_phải_trả_đồng,nợ_ngắn_hạn_đồng,nợ_dài_hạn_đồng,vốn_chủ_sở_hữu_đồng,vốn_và_các_quỹ_đồng,các_quỹ_khác,lãi_chưa_phân_phối_đồng,lợi_ích_của_cổ_đông_thiểu_số,tổng_cộng_nguồn_vốn_đồng,trả_trước_cho_người_bán_ngắn_hạn_đồng,phải_thu_về_cho_vay_ngắn_hạn_đồng,hàng_tồn_kho_ròng_đồng,tài_sản_lưu_động_khác_đồng,quỹ_đầu_tư_và_phát_triển_đồng,cổ_phiếu_phổ_thông_đồng,vốn_góp_của_chủ_sở_hữu_đồng,vay_và_nợ_thuê_tài_chính_dài_hạn_đồng,người_mua_trả_tiền_trước_ngắn_hạn_đồng,vay_và_nợ_thuê_tài_chính_ngắn_hạn_đồng,lợi_thế_thương_mại_đồng,trả_trước_dài_hạn_đồng,tài_sản_dài_hạn_khác_đồng,phải_thu_dài_hạn_khác_đồng,phải_thu_dài_hạn_đồng,symbol,extracted_at,source,vốn_ngân_sách_nhà_nước_và_quỹ_khác,trái_phiếu_chuyển_đổi_đồng
FPT,2020,3,22473334313473,4306782189437,9990823495588,5930772737994,1295548177189,949407713265,15284122357685,91149360800,7238790571133,,2529556438447,206724143763,2318332539037,37757456671158,19576055665489,18551811881772,1024243783717,18181401005669,18178651005669,920081410199.00,5843096960248,3118599246246,37757456671158,464970526451,21168790,1375484867442,0,330124830708,7839874860000,7839874860000,753066378324,396225538416,10256051493688,0,2283037199946,922165806267,334832674369,371632861351,FPT,2026-02-10,VCI,2750000000.00,
FPT,2020,2,20974738294596,4180454757893,8823220085750,5803633693745,1300202611747,867227145461,14938070369160,91148113400,7365996280591,,2451568314545,213414062499,2325398922216,35912808663756,18009082670732,16991794634833,1017288035899,17903725993024,17900975993024,912977796599.00,5744686806612,2944452240481,35912808663756,432212031129,0,1375253714502,0,342769607414,7839874860000,7839874860000,803273190638,383308792651,9571890414760,0,2291095492149,865250071864,311628845936,348427785518,FPT,2026-02-10,VCI,2750000000.00,
FPT,2020,1,19577485114151,3891505567427,6943402877397,6587706294394,1209839863299,945030511634,14839183674775,84637936400,7331928850009,,2579220701049,0,2583898944401,34416668788926,16785979311455,15838154515551,947824795904,17630689477471,17627939477471,765332464859.00,6687411938813,2890445222074,34416668788926,373805877604,230160921124,1285598030749,0,325350984284,6817504780000,6817504780000,778966375255,356641092429,9110750395492,220031264727,2323596176561,912250071864,300966311200,331255073782,FPT,2026-02-10,VCI,2750000000.00,
FPT,2019,4,19038081282518,3457655751733,6777898508889,6520456215584,1284200733943,997870072369,14620661733724,427917600,7491241713294,,2496552054487,0,2760879786138,33658743016242,16783930959035,16291312998786,492617960249,16874812057207,16872062057207,780914628944.00,5999465426589,2835086436716,33658743016242,274825585395,2717176861,1349958901393,0,307526573229,6783586880000,6783586880000,349769099942,383562042162,7515958654008,225929415272,2494699086503,893623994517,275438562531,221517306313,FPT,2026-02-10,VCI,2750000000.00,
FPT,2019,3,18431909603327,3230352153676,6305339416212,6515911793608,1425172257953,955133981878,13844914861433,27000000000,7184933236936,,2479487378717,0,2149555207086,32276824464760,16025694080600,15404437564853,621256515747,16251130384160,16248380384160,777869243918.00,5649074093096,2671305243641,32276824464760,398988974061,548229100,1491094975154,0,221554262398,6783586880000,6783586880000,435530138322,374475950305,8217017165227,322019955850,1788546498680,893623994517,277675727104,249946553286,FPT,2026-02-10,VCI,2750000000.00,
FPT,2019,2,17849605068190,3081007361357,5892075944888,6452904237545,1508550852201,915066672199,12526152004774,0,6913929593779,,2347928008422,0,1708476939986,30375757072964,14570321210316,14116094162443,454227047873,15805435862648,15802685862648,786858519093.00,5367190230972,2492378126833,30375757072964,373533640166,50781019440,1580294933153,0,221229437401,6783586880000,6783586880000,278034243597,504493867819,7273258811787,313492610518,1354729415894,847143994517,168819882722,114090708904,FPT,2026-02-10,VCI,2750000000.00,
FPT,2019,1,16918516176002,2678204837715,5727896026412,5872491479218,1465488400196,1174435432461,11829804916473,79230652,6690492920734,,2289488224664,0,1352966950068,28748321092475,13215557898357,12709176054673,506381843684,15532763194118,15530013194118,670060405250.00,5912132278713,2443815265047,28748321092475,279126435406,925510658,1526103850227,0,226332643971,6136367720000,6136367720000,346870919847,627012826668,6585118717633,317464999633,998691329918,824643994517,180682775551,126032832385,FPT,2026-02-10,VCI,2750000000.00,
FPT,2018,4,18373436282760,3926316297829,5567995714107,6424005050090,1340687216347,1114432004387,11352494084644,392794707,6513735578258,,2202466649730,0,1351725531977,29725930367404,14963120976839,14432174582903,530946393936,14762809390565,14760059390565,667035271273.00,5289520781802,2301815230563,29725930367404,218427501076,910049188,1401302666378,0,223908928276,6136367720000,6136367720000,366793322852,418652248691,6603319589348,326017723180,988477952687,793360844792,164124620037,109788240926,FPT,2026-02-10,VCI,2750000000.00,
FPT,2018,3,17461655201328,3982145134665,5067136124622,5704790784580,1545244045730,1162339111731,10619213737485,0,5601853847035,,2000007909095,0,1648577505179,28080868938813,13916060196857,13360081506284,555978690573,14164808741956,14162058741956,631969693052.00,4776113278181,2292337007819,28080868938813,244173236292,0,1548591192845,0,167094186985,6136367720000,6136367720000,302022093735,611546728222,6716837131564,717504213182,892811476111,749521251289,147947456296,254769962478,FPT,2026-02-10,VCI,2750000000.00,
FPT,2018,2,16757931160407,4060090013409,4866280283759,5429554630371,1276158251807,1125847981061,9528214377917,0,5418766783628,,1925316091686,0,962335366522,26286145538324,12400576249250,11901667720854,498908528396,13885569289074,13882819289074,631969693052.00,4670505451280,2123891391702,26286145538324,235001535974,0,1279505398922,0,167077476888,6136367720000,6136367720000,404863295760,576244037368,5971944040829,0,854881589772,749364823537,139573642808,246396148990,FPT,2026-02-10,VCI,2750000000.00,
FPT,2018,1,15891378282225,3076144406971,4798538245584,5709635608502,1181169445667,1125890575501,9119541571431,0,5189934475460,,1850084969756,0,861998585534,25010919853656,11111083511698,10523957829819,587125681879,13899836341958,13897086341958,287829523052.00,6019674680916,1954162280226,25010919853656,277095606491,0,1184516592782,0,173708814233,5309611050000,5309611050000,491988687629,650265625121,4993557964115,0,822692250912,749294842700,140394461510,247216967692,FPT,2026-02-10,VCI,2750000000.00,
FPT,2017,4,16053004009331,3480646512895,4379446212073,6162178597688,1002295093871,1028437592804,8972219294530,0,5264443175635,,1787122979757,0,872627203316,25025223303861,11790285012042,11129329088689,660955923353,13234938291819,13232188291819,287829523052.00,5507402652308,1809385579397,25025223303861,95942796039,0,1006126622804,0,172002871735,5309611050000,5309611050000,565209817637,561261495876,4116988708324,0,812192797375,749259852282,135643533423,242466039605,FPT,2026-02-10,VCI,2750000000.00,
FPT,2017,3,21767021262664,5224202887296,3477767956792,7317866840669,4394372633733,1352810944174,7926685854116,0,4905909566853,,785373395694,0,1079361613025,29693707116780,16659920638433,15768899724110,891020914323,13033786478347,13031036478347,119453610000.00,4930835458165,2403256247224,29693707116780,509660848671,0,4439874335978,0,128954169510,5309611050000,5309611050000,666028478383,605986311096,7916804619692,0,1004747975953,749270143582,211226543616,319077395388,FPT,2026-02-10,VCI,2750000000.00,
FPT,2017,2,20220919501796,4577961502901,3361115859529,6816083732794,4178402190496,1287356216076,7824884427172,0,4750596377970,,795947354918,0,1041132683512,28045803928968,15895578198903,14738301728092,1157276470811,12150225730065,12147475730065,119453610000.00,4309032623346,2144162072539,28045803928968,503241685841,0,4232635876808,0,129518486984,5309611050000,5309611050000,967277281663,547311184469,7887844050852,0,962421353611,751374260101,202563920646,310414772418,FPT,2026-02-10,VCI,2750000000.00,
FPT,2017,1,20264901139315,4035911405009,4208375623745,5914799777521,4835067582313,1270746750727,7739026250157,0,4472327146696,,814313827706,0,1049795330102,28003927389472,16023450273063,14835525527653,1187924745410,11980477116409,11977727116409,56882670000.00,5019457117921,2029550890382,28003927389472,438780412556,0,4892326445708,0,130632143747,4594266840000,4594266840000,1018757872462,574341969779,8894176678529,0,960396905052,752562393141,197384011719,386010703491,FPT,2026-02-10,VCI,2750000000.00,
FPT,2016,4,22082043377930,5530631337393,3975682395024,6814501442288,4532523674211,1228704529014,7830410830267,0,4581152271885,,805462009802,0,1096888215960,29912454208197,18464443603082,17471939662823,992503940259,11448010605115,11445260605115,0.00,4671222532503,1922952382942,29912454208197,614622803831,0,4595745337778,0,126825173804,4594266840000,4594266840000,764018642492,619738720597,9175453147807,0,1007526108358,756802393141,152655954811,341282646583,FPT,2026-02-10,VCI,2750000000.00,
FPT,2016,3,18913791763597,4675450843741,2907899775232,5779937142113,4465072599458,1085431403053,7484135769767,0,4472559218947,,747707523862,0,995918462220,26397927533364,15434638528758,14346984961480,1087653567278,10963289004606,10960539004606,0.00,4250545485178,1904655208078,26397927533364,517158761716,0,4564524570864,0,68353080804,4594266840000,4594266840000,797143763677,491707613042,7732115769330,0,913512661074,683430917721,155282077297,343908769069,FPT,2026-02-10,VCI,2750000000.00,
FPT,2016,2,17801376676329,3875543217939,2736219157412,5342237880621,4693664582214,1153711838143,7543128306561,0,4485984585934,,739068597834,0,1071373006709,25344504982890,14434112158621,13305699676988,1128412481633,10910392824269,10907642824269,0.00,4249998740248,1840324148307,25344504982890,387447591247,0,4774409637783,0,74545823741,4594266840000,4594266840000,854443052022,462307513060,7461561358475,0,896082789432,653932954088,175747621014,364224312786,FPT,2026-02-10,VCI,2750000000.00,
FPT,2016,1,17461658575148,3429950285189,2223028355804,4955476177915,5088588279987,1764615476253,7233794788358,0,4386355015955,,687941279267,0,1027999138680,24695453363506,14052382733258,12948092792816,1104289940442,10643070630248,10640320630248,0.00,4732993382785,1708194645592,24695453363506,239367055862,0,5167886929063,0,79481602212,3975316400000,3975316400000,791606072465,448010225764,7381113092311,0,863111812153,586335847019,166415493041,354892184813,FPT,2026-02-10,VCI,2750000000.00,
FPT,2015,4,19209379831470,3584709151768,2659240824447,5720742057077,5278907642802,1965780155376,6773824789251,0,4331209412185,,689880790535,0,1007687484980,25983204620721,15804967695555,14804950680266,1000017015289,10178236925166,10175486925166,0.00,4386921053111,1592194992858,25983204620721,245703622820,0,5342839679944,0,79748336612,3975316400000,3975316400000,681199048432,410040018332,8124598534499,0,791017761199,610236272675,168590091636,114739263408,FPT,2026-02-10,VCI,2750000000.00,
FPT,2015,3,16827486019097,3015692853195,1912645754176,5278432468253,4738188245711,1882526697762,6849675532914,0,4777790179794,,785343869533,315879176703,970662306884,23677161552011,13704990939996,13006055040834,698935899162,9972170612015,9969420612015,0.00,4260207462217,1537494021384,23677161552011,564233292270,0,4794388751194,96873244761,78776566683,3975316400000,3975316400000,519455092705,616530102872,7123584157075,0,707275398374,695530614296,0,0,FPT,2026-02-10,VCI,2750000000.00,
FPT,2015,2,16240764508172,2991140629461,1243877434176,5386005932759,4810242901708,1809497610068,6340841830217,0,4379080970346,,787760786572,321642932683,852357140616,22581606338389,12657393909105,12339405503283,317988405822,9924212429284,9921462429284,0.00,4301117961403,1440139812996,22581606338389,575037755766,0,4886284578114,115414392136,79577834395,3975316400000,3975316400000,137329926616,574130962313,6203353547591,0,624616478052,695254807470,0,0,FPT,2026-02-10,VCI,2750000000.00,
FPT,2015,1,16319850549250,3995053828972,899876331275,4906678690700,4837488741165,1680752957138,5886209643197,0,3992554483246,,798044036973,327406688663,754784367292,22206060192447,12362567785624,11843484471978,519083313646,8380860246563,8378110246563,0.00,4708239743575,0,22206060192447,737651388801,0,4904241036142,32867657464,81269289338,3439766000000,3439766000000,171743031342,607423352524,6745213941326,0,533631265450,698151894475,64824149455,13420067023,FPT,2026-02-10,VCI,2750000000.00,
FPT,2014,4,16961911296831,4303014447769,1474754664176,5031916385083,4572636184140,1579589615663,5697774385606,0,3837788188637,,796508947186,333170444644,730306805139,22659685682437,13405222234146,13062886453488,342335780658,7909989732017,7907239732017,0.00,4264798328686,0,22659685682437,400189196061,0,4652333244983,31785859896,79400040851,3439766000000,3439766000000,142418459294,478420174874,6722412217259,0,523437534683,703175738859,0,0,FPT,2026-02-10,VCI,2750000000.00,
FPT,2014,3,14847358003570,4106773475086,721521969131,4731525520762,3982545424277,1304991614314,5098384624455,0,3348901244635,,716721207685,333170444644,698481962966,19945742628025,10987860178518,10670683564603,317176613915,7628831128801,7626081128801,0.00,3973441621590,0,19945742628025,413195395283,0,4009497638751,51790646591,88984798522,3439766000000,3439766000000,109847759172,639669770180,5139562464489,0,501582942504,658779251996,1109764525,1109764525,FPT,2026-02-10,VCI,2750000000.00,
FPT,2014,2,12729371523841,2392462293952,1169418719131,4448975490126,3575971110742,1142543909890,5037030653242,0,3364983373051,,712241860447,231508275153,727187380066,17766402177083,8885204838350,8600723839409,284480998941,7587817554569,7585067554569,0.00,3893405602507,0,17766402177083,334804075137,0,3598778861526,50630093906,85601157710,3439766000000,3439766000000,84199226418,534104748878,3851104121850,0,550349959522,662196137428,1109764525,1109764525,FPT,2026-02-10,VCI,2750000000.00,
FPT,2014,1,12668499994146,3123048999108,861819209993,4148976921805,3510656432275,1023998430965,4777748478666,0,3158962029348,,713957792446,231508275153,672210617194,17446248472812,8710119727088,8412878515585,297241211503,7574002979592,7571252979592,0.00,4566890880858,0,17446248472812,328895497833,0,3528270509274,39638216995,82608208245,2752017550000,2752017550000,103542976927,504458122882,4387939070610,0,507135685882,662559886406,1109764525,1109764525,FPT,2026-02-10,VCI,2750000000.00,
FPT,2013,4,12954620887356,2487189282572,1682449364921,4428870730921,3382873878237,973237630705,4663305002078,0,3053575810122,,706727341936,231508275153,670280910342,17617925889434,9363077720250,9075738590861,287339129389,7209655885445,7206905885445,0.00,4199929897218,0,17617925889434,199630390710,0,3407798509666,27609020471,78666938875,2752017550000,2752017550000,93710165255,374759654082,4128330419004,0,511711029489,663468944666,1212664525,1212664525,FPT,2026-02-10,VCI,2750000000.00,
FPT,2013,3,11269784456021,2292011717347,1204185104297,4064949694207,2838444481728,870193458442,4439276954827,0,2939621416417,,713765714819,231508275153,553146283913,15709061410848,7660120055343,7378687410062,281432645281,6904108800408,6901358800408,-823760000.00,3902593145403,0,15709061410848,315728309171,0,2856653454123,33800208658,67103009261,2752017550000,2752017550000,86430121456,504615008416,3569694650987,0,407484621863,663475119446,1235264525,1235264525,FPT,2026-02-10,VCI,2750000000.00,
FPT,2013,2,11274078330983,2156011854467,1356939558182,3895289568307,3007881319441,857956030586,4249318985038,0,2798353183423,,710763989061,216366360783,522590366996,15523397316021,7428090800791,7169969084086,258121716705,6989817549960,6987067549960,0.00,3987762587400,0,15523397316021,289800517767,0,3036100467433,42746703764,67103009261,2752017550000,2752017550000,48051359386,341586970541,3475762416400,0,384147569881,663508051604,1245084775,1245084775,FPT,2026-02-10,VCI,2750000000.00,
FPT,2013,1,9906638187586,1928204362705,812059551953,3377675283779,3007449666442,781249322707,4152376684146,0,2744794872201,,710413686063,216366360783,479556680324,14059014871732,6523997560218,6285132947847,238864612371,6528837986653,6526087986653,0.00,3539635192653,0,14059014871732,323823713352,0,3016025003643,30132492958,67103009261,2738488330000,2738488330000,30916960753,380051351636,2830896536799,0,351902166157,663401022090,1245084775,1245084775,FPT,2026-02-10,VCI,2750000000.00,
FPT,2007,2,3422271274396,681282901927,0,1623727713214,938978767209,178281892046,446472993927,0,358122173854,,67795852500,0,20554967573,3868744268323,1741905477782,1653563596251,88341881531,1922041717461,1919409176236,0.00,449152878336,0,3868744268323,204338201049,0,938978767209,26228914352,102303019,912153440000,912153440000,75644767563,128354729745,836667311302,0,19252875598,16500000000,0,0,FPT,2026-02-10,VCI,2632541225.00,
FPT,2007,1,2947790658881,511180166408,0,1465611066630,838245475956,132753949887,361205829428,0,324037209642,,17795852500,0,19272767286,3308996488309,1477624120331,1362684634871,114939485460,1687341827536,1676205771880,0.00,494297190087,144030540442,3308996488309,182485575748,0,838245475956,12733108706,13006998956,608102300000,608102300000,105150885460,132120145529,562019120476,0,18265449546,16500000000,100000000,100000000,FPT,2026-02-10,VCI,11136055656.00,
VIC,2025,4,660924812000000,73526497000000,8253330000000,257058692000000,206993940000000,115092353000000,460532216000000,1546164000000,194150775000000,19714879000000.00,39623386000000,0,54401563000000,1121457028000000,970001804000000,592409830000000,377591974000000,151455224000000,151455224000000,15306530000000.00,55668366000000,2819223000000,1121457028000000,84801731000000,8438394000000,218339351000000,96636385000000,0,77060310000000,77334919000000,221434236000000,139356585000000,113955484000000,3955994000000,9249236000000,32104649000000,18864737000000,21114307000000,VIC,2026-02-10,VCI,0.00,3081207000000.00
VIC,2025,3,590641891000000,72150719000000,7918430000000,267274537000000,185624958000000,57673247000000,497228434000000,11892765000000,185370711000000,18934011000000.00,32709444000000,0,109926939000000,1087870325000000,925966426000000,557896380000000,368070046000000,161903899000000,161903899000000,15306530000000.00,52505390000000,16193864000000,1087870325000000,72962931000000,24092071000000,199871279000000,39384463000000,0,38530155000000,38804764000000,204805693000000,154865321000000,117122101000000,4097359000000,9212159000000,24743866000000,12733642000000,25550797000000,VIC,2026-02-10,VCI,0.00,3411935000000.00
VIC,2025,2,529134246000000,74759825000000,9592662000000,254128765000000,135055347000000,55597647000000,429101195000000,22880838000000,184762254000000,11603410000000.00,31399347000000,0,45416514000000,958235441000000,799543551000000,512360784000000,287182767000000,158691890000000,158691890000000,15306530000000.00,51052527000000,14336935000000,958235441000000,59998585000000,20180389000000,149377545000000,39184133000000,0,38236616000000,38785833000000,156309167000000,106640102000000,122630037000000,4238916000000,9225455000000,23026722000000,9701525000000,33675384000000,VIC,2026-02-10,VCI,0.00,3806580000000.00
VIC,2025,1,372183892000000,32491938000000,7480260000000,179643132000000,110814852000000,41753710000000,451086356000000,29615230000000,180969752000000,12770851000000.00,26832752000000,0,25912728000000,823270248000000,665817661000000,440710635000000,225107026000000,157452587000000,157452587000000,15306530000000.00,51447113000000,13026603000000,823270248000000,52193588000000,512206000000,124925405000000,27803173000000,0,38236616000000,38785833000000,149589087000000,90162798000000,98216347000000,4378934000000,8468210000000,19407044000000,58258943000000,89374815000000,VIC,2026-02-10,VCI,0.00,3720189000000.00
VIC,2024,4,396479911000000,42582366000000,8718884000000,190046565000000,114090183000000,41041913000000,440123992000000,23359127000000,182943333000000,13033418000000.00,27060860000000,0,21164104000000,836603903000000,682769422000000,505292040000000,177477382000000,153834481000000,153834481000000,15306530000000.00,44468350000000,16437647000000,836603903000000,40937213000000,1478525000000,127068459000000,25937361000000,0,38236616000000,38785833000000,129041914000000,138374890000000,95189145000000,4517414000000,8641393000000,19388427000000,57573484000000,82564248000000,VIC,2026-02-10,VCI,0.00,3688998000000.00
VIC,2024,3,423990500000000,27040242000000,6424590000000,217470663000000,128229866000000,44825139000000,367483444000000,2854876000000,186833298000000,15067665000000.00,23657660000000,0,17246291000000,791473944000000,627217065000000,470411783000000,156805282000000,164256879000000,164256879000000,15306530000000.00,41791856000000,29427206000000,791473944000000,38449157000000,10684528000000,139923090000000,29946013000000,0,38236616000000,38785833000000,115120855000000,97033850000000,96768964000000,1660480000000,7821923000000,16092357000000,11375130000000,15381144000000,VIC,2026-02-10,VCI,0.00,3600189000000.00
VIC,2024,2,351053988000000,28565428000000,4219258000000,168284080000000,106890810000000,43094412000000,371076200000000,15415355000000,184376245000000,16709756000000.00,30220404000000,0,12358292000000,722130188000000,559830905000000,414505239000000,145325666000000,162299283000000,162299283000000,15306530000000.00,36489289000000,32722567000000,722130188000000,36456365000000,2186313000000,118493519000000,28812013000000,0,38236616000000,38785833000000,111176545000000,69213109000000,110794386000000,1714600000000,7761315000000,16926510000000,11418442000000,27769220000000,VIC,2026-02-10,VCI,0.00,0.00
VIC,2024,1,350049998000000,26653084000000,4416936000000,177746167000000,99346636000000,41887175000000,343898795000000,2414656000000,175829606000000,15899295000000.00,33296747000000,0,9754046000000,693948793000000,536196058000000,394383059000000,141812999000000,157752735000000,157752735000000,15306530000000.00,36490377000000,27382060000000,693948793000000,37812849000000,11170022000000,109769644000000,28812013000000,0,38236616000000,38785833000000,106799696000000,52093288000000,119716720000000,403879000000,6243034000000,23947574000000,7833580000000,10997880000000,VIC,2026-02-10,VCI,0.00,0.00
VIC,2023,4,342609157000000,29289535000000,5671500000000,165398901000000,92730270000000,49518951000000,327007916000000,1147876000000,159594207000000,38210694000000.00,15252380000000,0,10246711000000,669617073000000,521595497000000,386669534000000,134925963000000,148021576000000,148021576000000,22021072000000.00,21809007000000,26468350000000,669617073000000,34411258000000,7637650000000,102504620000000,35843634000000,0,38236616000000,38785833000000,98789828000000,44000286000000,114522806000000,492625000000,5566420000000,13892460000000,5953109000000,7829676000000,VIC,2026-02-10,VCI,0.00,0.00
VIC,2023,3,298026710000000,16882015000000,7369738000000,152023108000000,83672447000000,38079402000000,327360635000000,518826000000,147864388000000,39451116000000.00,11014438000000,0,10104960000000,625387345000000,478444829000000,344773342000000,133671487000000,146942516000000,146942516000000,22020365000000.00,23428624000000,24077179000000,625387345000000,36512248000000,9426913000000,91859083000000,25299696000000,0,38139356000000,38688573000000,98292858000000,46585028000000,95183876000000,571009000000,6366189000000,9627698000000,6312876000000,7416267000000,VIC,2026-02-10,VCI,0.00,0.00
VIC,2023,2,279229101000000,18445846000000,4919214000000,144449651000000,84742609000000,26671781000000,319948038000000,5818300000000,143635620000000,39780799000000.00,10657937000000,0,10148849000000,599177139000000,461474523000000,338939145000000,122535378000000,137702616000000,137702616000000,18481872000000.00,17279082000000,24708835000000,599177139000000,34245504000000,4723802000000,92250092000000,14865254000000,0,38139356000000,38688573000000,89096108000000,60718449000000,86955653000000,636024000000,6362514000000,9250972000000,6194244000000,14153728000000,VIC,2026-02-10,VCI,0.00,9892369000000.00
VIC,2023,1,291950102000000,17449584000000,7151127000000,149222786000000,91911380000000,26215225000000,304927080000000,2491207000000,135367481000000,39607843000000.00,10228952000000,0,9571811000000,596877182000000,460565227000000,316175727000000,144389500000000,136311955000000,136311955000000,18481872000000.00,15463409000000,25048317000000,596877182000000,38536483000000,8104630000000,99659336000000,14268865000000,0,38139356000000,38688573000000,114346529000000,69296654000000,64421582000000,700469000000,6287383000000,9246752000000,5770239000000,10051662000000,VIC,2026-02-10,VCI,0.00,9826651000000.00
VIC,2022,4,272222529000000,26209213000000,4367612000000,117446829000000,98527655000000,25671220000000,302584761000000,2486207000000,122908696000000,38400267000000.00,11170860000000,0,8920254000000,574807290000000,439194193000000,296551641000000,142642552000000,135613097000000,135613097000000,18481872000000.00,14009307000000,25915402000000,574807290000000,38926568000000,8257466000000,103707060000000,13300057000000,0,38139356000000,38688573000000,120091950000000,74825233000000,48068184000000,764567000000,5642485000000,10707516000000,645829000000,10020595000000,VIC,2026-02-10,VCI,0.00,9866970000000.00
VIC,2022,3,269408836000000,26449568000000,2196725000000,129462314000000,85750571000000,25549658000000,286162181000000,760000000000,114594496000000,39287565000000.00,10535545000000,0,8553436000000,555571017000000,418345604000000,286327011000000,132018593000000,137225413000000,137225413000000,18481872000000.00,14947729000000,26462392000000,555571017000000,44267122000000,16414064000000,91632929000000,13998301000000,0,38139356000000,38688573000000,109703346000000,72443004000000,62819714000000,848710000000,5204514000000,10244970000000,578058000000,8226617000000,VIC,2026-02-10,VCI,0.00,9975926000000.00
VIC,2022,2,257499676000000,42208684000000,6096584000000,104422003000000,80978106000000,23794299000000,271458225000000,1000000000,113397188000000,39659054000000.00,10523548000000,0,8499494000000,528957901000000,396914172000000,264119744000000,132794428000000,132043729000000,132043729000000,18481872000000.00,9873003000000,26380160000000,528957901000000,37192055000000,15694064000000,85863413000000,13998311000000,0,38139356000000,38688573000000,110949499000000,62718522000000,45924301000000,958706000000,5209615000000,10200737000000,426196000000,7393553000000,VIC,2026-02-10,VCI,0.00,9714070000000.00
VIC,2022,1,169506762000000,15241944000000,3648828000000,83585995000000,52375294000000,14654701000000,271859761000000,840000000000,127068186000000,38162022000000.00,10313117000000,0,7481974000000,441366523000000,306808076000000,148450387000000,158357689000000,134558447000000,134558447000000,18481872000000.00,6487625000000,32215228000000,441366523000000,30163319000000,13892113000000,54514850000000,5881540000000,0,38139356000000,38688573000000,109348630000000,18973690000000,30199211000000,1036814000000,5370221000000,9305815000000,555175000000,1395175000000,VIC,2026-02-10,VCI,0.00,9518301000000.00
VIC,2021,4,163350836000000,19653270000000,6758243000000,74342928000000,50910386000000,11686009000000,263973098000000,455249000000,130455105000000,35128444000000.00,9151771000000,0,8334919000000,427323934000000,268177346000000,144444929000000,123732417000000,159146588000000,159146588000000,18481872000000.00,3897264000000,59500115000000,427323934000000,21767291000000,14824123000000,53074286000000,2895599000000,0,38052148000000,38675533000000,102180175000000,22352075000000,20035038000000,1859464000000,5806361000000,8831485000000,143707000000,598956000000,VIC,2026-02-10,VCI,0.00,9550120000000.00
VIC,2021,3,180400355000000,21262502000000,7601808000000,83792891000000,55382094000000,12361060000000,253202280000000,713250000000,123390828000000,34584614000000.00,7264511000000,0,10432560000000,433602635000000,269305555000000,148238154000000,121067401000000,164297080000000,164297080000000,18481872000000.00,3670170000000,64865034000000,433602635000000,20028857000000,14583666000000,57978250000000,3671599000000,0,38052148000000,38675533000000,102280509000000,29008286000000,26628727000000,2036798000000,7256790000000,6852073000000,357177000000,1070427000000,VIC,2026-02-10,VCI,0.00,9529823000000.00
VIC,2021,2,167653553000000,23302535000000,10327516000000,64858568000000,56696855000000,12468079000000,251294495000000,2580500000000,126706848000000,34349500000000.00,7126676000000,0,10598792000000,418948048000000,274560500000000,159335062000000,115225438000000,144387548000000,144387548000000,7235206000000.00,8881396000000,55154462000000,418948048000000,18101577000000,12882666000000,58901807000000,4320808000000,0,33824306000000,34447691000000,105405709000000,37293446000000,32767397000000,2229284000000,7082575000000,6702715000000,357711000000,2938211000000,VIC,2026-02-10,VCI,0.00,0.00
VIC,2021,1,162828936000000,23042288000000,5969254000000,59565070000000,62787770000000,11464554000000,257003769000000,5938500000000,125039799000000,34418773000000.00,7424927000000,0,12250583000000,419832705000000,280058250000000,162523560000000,117534690000000,139774455000000,139774455000000,7235206000000.00,6428726000000,58523318000000,419832705000000,17743218000000,7804268000000,64183158000000,3058624000000,0,33824306000000,34447691000000,98827099000000,34851877000000,34038016000000,2371491000000,7700159000000,6930517000000,1483208000000,7421708000000,VIC,2026-02-10,VCI,0.00,5503265000000.00
VIC,2020,4,164454221000000,28175943000000,11763511000000,55764939000000,57224825000000,11525003000000,259813564000000,6015000000000,125080437000000,34965684000000.00,7413792000000,0,13176930000000,424267785000000,288510783000000,174675122000000,113835661000000,135757002000000,135757002000000,7235206000000.00,4089007000000,56769798000000,424267785000000,18340419000000,8539910000000,58259220000000,3134972000000,0,33824306000000,34447691000000,98309224000000,37196791000000,26849120000000,2523804000000,8169982000000,4576668000000,1220669000000,7235669000000,VIC,2026-02-10,VCI,0.00,5505646000000.00
VIC,2020,3,182768718000000,30288635000000,4987739000000,58665039000000,72027916000000,16799389000000,247241896000000,5371000000000,120698373000000,33422672000000.00,13240747000000,0,10661691000000,430010614000000,305459007000000,183306409000000,122152598000000,124551607000000,124551607000000,7235206000000.00,7211234000000,42455716000000,430010614000000,16284325000000,10285997000000,73829548000000,8351044000000,0,33824306000000,34447691000000,107564345000000,44251546000000,30629236000000,1917072000000,6734036000000,9552258000000,1132227000000,6503227000000,VIC,2026-02-10,VCI,0.00,5518344000000.00
