cp,năm,kỳ,tài_sản_ngắn_hạn_đồng,tiền_và_tương_đương_tiền_đồng,giá_trị_thuần_đầu_tư_ngắn_hạn_đồng,các_khoản_phải_thu_ngắn_hạn_đồng,hàng_tồn_kho_ròng,tài_sản_lưu_động_khác,tài_sản_dài_hạn_đồng,phải_thu_về_cho_vay_dài_hạn_đồng,tài_sản_cố_định_đồng,giá_trị_ròng_tài_sản_đầu_tư,đầu_tư_dài_hạn_đồng,lợi_thế_thương_mại,tài_sản_dài_hạn_khác,tổng_cộng_tài_sản_đồng,nợ_phải_trả_đồng,nợ_ngắn_hạn_đồng,nợ_dài_hạn_đồng,vốn_chủ_sở_hữu_đồng,vốn_và_các_quỹ_đồng,các_quỹ_khác,lãi_chưa_phân_phối_đồng,lợi_ích_của_cổ_đông_thiểu_số,tổng_cộng_nguồn_vốn_đồng,trả_trước_cho_người_bán_ngắn_hạn_đồng,phải_thu_về_cho_vay_ngắn_hạn_đồng,hàng_tồn_kho_ròng_đồng,tài_sản_lưu_động_khác_đồng,quỹ_đầu_tư_và_phát_triển_đồng,cổ_phiếu_phổ_thông_đồng,vốn_góp_của_chủ_sở_hữu_đồng,vay_và_nợ_thuê_tài_chính_dài_hạn_đồng,người_mua_trả_tiền_trước_ngắn_hạn_đồng,vay_và_nợ_thuê_tài_chính_ngắn_hạn_đồng,lợi_thế_thương_mại_đồng,trả_trước_dài_hạn_đồng,tài_sản_dài_hạn_khác_đồng,phải_thu_dài_hạn_khác_đồng,phải_thu_dài_hạn_đồng,symbol,extracted_at,source,vốn_ngân_sách_nhà_nước_và_quỹ_khác,trái_phiếu_chuyển_đổi_đồng
HPG,2020,1,34134100270691,6157827189416,1617338585240,5012639384483,19554348585095,1791946526457,72974866845532,4432515000,46005627206922,577022819551.00,35550696612,0,1970947857586,107108967116223,57045558211069,29619287506417,27426270704652,50063408905154,50063408905154,,18133536187349,182623651969,107108967116223,935673903076,0,19644199227624,0,923641612156,27610741150000,27610741150000,20243611152953,409254906412,21100126947016,54422883337,1608467110745,700000000,36056548906,40489063906,HPG,2026-02-10,VCI,0.00,
HPG,2019,4,30471566196894,4564902312859,1374340352910,3574874546688,19411922751097,1545526233340,71319093190005,4910346000,31243762955011,576616510917.00,25794216642,0,2004150482487,101790659386899,54002872297592,26997676529364,27005195768228,47787787089307,47787787089307,,15858369680604,182908695283,101790659386899,757832561191,0,19480666533262,0,923641612156,27610741150000,27610741150000,19842099219720,408691837688,16837653470387,61185171517,1650738623090,700000000,22807248984,27717594984,HPG,2026-02-10,VCI,0.00,
HPG,2019,3,30494639754256,3972943652210,1840768046165,3854081869718,18945703297422,1881142888741,66953716591494,0,15086409094597,175242985695.00,25878820359,0,1653076046574,97448356345750,51398830400376,24505625834712,26893204565664,46049525945374,46049525945374,,14125697615600,182554510725,97448356345750,1267865728973,0,18997874035873,0,918641612156,27610741150000,27610741150000,20738255458345,262015344026,17430383939442,67947459697,1303253656147,700000000,22800638984,22800638984,HPG,2026-02-10,VCI,0.00,
HPG,2019,2,29254317510964,5900076071570,2607379478851,4121219190869,15391106218426,1234536551248,63764944234943,0,13820711278755,173686843034.00,3771893666,0,1723908265085,93019261745907,48763171892900,22370696041923,26392475850977,44256089853007,44256089853007,,12370941898660,143835789906,93019261745907,1515630124222,0,15442137979390,0,918641612156,27610741150000,27610741150000,20255615545791,250161169385,14012517205777,74709747877,1398541959852,700000000,23193350024,23193350024,HPG,2026-02-10,VCI,0.00,
HPG,2019,1,28055962486199,6110879210952,3219966168421,4989303397720,12658139914824,1077673794282,56890767272793,0,14137741367378,176713686761.00,59089706857,0,1734962640971,84946729758992,42735605416956,21872970606920,20862634810036,42211124342036,42211124342036,,16707417251845,134151102309,84946729758992,1621494418109,0,12705505081496,0,918641612156,21239071660000,21239071660000,18678247132851,359215105051,11802863530796,81472036057,1419059142232,700000000,23145210169,23145210169,HPG,2026-02-10,VCI,0.00,
HPG,2018,4,26013633267830,2515617135457,3724562710535,3915158043554,14115158052529,1743137325755,52211329380109,0,12782560625001,179740530488.00,66584926457,0,1755774089572,78224962647939,37616012807129,24299196176342,13316816630787,40608949840810,40608949840810,,15111142063905,128257269222,78224962647939,810319171039,0,14188355173355,0,918641612156,21239071660000,21239071660000,12810996979972,361444408581,11494717393327,88234324237,1461311868435,700000000,22301804672,22301804672,HPG,2026-02-10,VCI,0.00,
HPG,2018,3,31834300607121,3976151668262,5900895937362,5640203890272,14770217336303,1546831774922,38268471313713,0,13086355600772,182134011925.00,22030941489,0,1614903232515,70102771920834,31069071303247,21460455144991,9608616158256,39033700617587,39033700617587,,13533454440631,130549911124,70102771920834,2338017297368,0,14859260924492,0,918641612156,21239071660000,21239071660000,9011900651509,405076519485,13023391906780,0,1332714173291,700000000,22307347172,22307347172,HPG,2026-02-10,VCI,0.00,
HPG,2018,2,33311681394721,5319038225154,7754034432961,6176268736830,12887026543733,1175313456043,28766660537419,0,13072518388579,185153036362.00,21894926457,0,1627559890874,62078341932140,25451498115834,19959127538857,5492370576977,36626843816306,36626843816306,,17199924338502,125904351519,62078341932140,3893429128203,0,13024194419202,0,918641612156,15170790000000,15170790000000,4976499450228,797009065381,11527601640256,101977257121,1344631018832,700000000,70312568404,70312568404,HPG,2026-02-10,VCI,0.00,
HPG,2018,1,32950886918408,6662968459743,7097179666718,7178547741042,11333204635800,678986415105,21486597050953,0,13075194506203,188172060799.00,31015649848,0,1390105168162,54437483969361,20009291058652,17459059766452,2550231292200,34428192910709,34428192910709,,15017374820546,121250780939,54437483969361,4856000991045,0,11473029927631,0,918641612156,15170790000000,15170790000000,2077143669720,705004491879,10291257465605,108631365039,1095751686732,15700000000,22307347172,22307347172,HPG,2026-02-10,VCI,0.00,
HPG,2017,4,33077484195254,4264641954689,9936707080033,6555231799648,11768631544306,552271816578,19944513582995,0,13173015169503,191191085236.00,16951738400,0,1067770383479,53021997778249,20624417566339,18520535634327,2103881932012,32397580211910,32397580211910,,13397029077196,110613825490,53021997778249,4007002903693,0,11912942448894,0,518641612156,15170790000000,15170790000000,1651494675275,824276288448,11328518776500,54405476957,842611587232,15700000000,21810530536,21810530536,HPG,2026-02-10,VCI,0.00,
HPG,2017,3,30643371644872,2591864482986,11916316118066,4603448750970,11120130644773,411611648077,17698775610176,0,12544057381764,193699844281.00,33811776141,0,991963864796,48342147255048,18205062567794,16469143017413,1735919550381,30137084687254,30137084687254,,11139533308646,105684327327,48342147255048,2561160744485,38440000000,11272736502086,0,520253104213,15170790000000,15170790000000,1181165360145,1095781192516,10235941401138,59365636210,770794396452,15700000000,20536305536,20536305536,HPG,2026-02-10,VCI,0.00,
HPG,2017,2,23982297253905,1813484050479,7814578768230,2837413793081,11106756758800,410063883315,15680187074885,2500000000,12527280251353,196718868716.00,33823661785,0,948145523327,39662484328790,16723038709594,15754306629937,968732079657,22939445619196,22939445619196,,9000683439863,103180488052,39662484328790,959223223993,0,11253553910153,0,520253104213,12642554170000,12642554170000,415200000000,1041670122560,9491993541160,64521746128,739120206813,15702128365,20535305536,23035305536,HPG,2026-02-10,VCI,0.00,
HPG,2017,1,21530442705748,2380437136128,5674127511304,2498830711892,10509719326031,467328020393,15415383428223,2500000000,12458218120117,199737893149.00,48752875262,0,933877217571,36945826133971,15542328417312,14470323433267,1072004984045,21403497716659,21403497716659,,11040562105687,104713866691,36945826133971,1047356998800,0,10653996774526,0,1156415747213,8428749560000,8428749560000,612200000000,973688394689,9012842223432,69677856046,728439631004,15702128365,20580399536,23080399536,HPG,2026-02-10,VCI,0.00,
HPG,2016,4,18169854347204,4558660713505,693498769815,2386926010205,10247213245079,283555608600,15056701779891,2500000000,12670104393719,202756917580.00,78864136876,0,849163482349,33226556127095,13372600227415,12431329890031,941270337384,19853955899680,19853955899680,,9489760497926,105973657473,33226556127095,722329120353,0,10391513459256,125329020,1156415747213,8428749560000,8428749560000,522200000000,1036123955455,5938170638894,74833965964,647006412215,15702128365,22801827438,25301827438,HPG,2026-02-10,VCI,0.00,
HPG,2016,3,13826056759889,3282771484627,250497498639,2066481340275,7988920694672,237385741676,14642504279506,2500000000,12032301621293,204871489546.00,104676948589,0,872429083163,28468561039395,10400946595291,9375549655971,1025396939320,18067614444104,18067614444104,,7968988008002,105384347195,28468561039395,822581112162,0,8208921229994,2268512645,891436091839,8428749560000,8428749560000,612200000000,267746613597,4988679516562,79990075881,656187845950,15702128365,14506182031,17006182031,HPG,2026-02-10,VCI,0.00,
HPG,2016,2,13663819692533,3052404764799,519618866361,1479562580203,8332618659016,279614822154,14011555187883,5000000000,11884794959889,193610884551.00,110269010218,0,818442226915,27675374880416,10149618840821,9172721750928,976897089893,17525756039595,17525756039595,,8554019917353,77597403335,27675374880416,582384684717,0,8552332201189,2482093601,891436091839,7329514190000,7329514190000,600000000000,115487829109,5250888350226,85146185799,596144049693,15702128365,12019383954,17019383954,HPG,2026-02-10,VCI,0.00,
HPG,2016,1,11642970625581,2926138476017,831098188625,1705089375974,6033626509231,147018075734,13810667777221,5000000000,11318814491418,201989438046.00,113879529136,0,697909502758,25453638402802,10001984766658,9239506983566,762477783092,15451653636144,15451653636144,,6528037015942,29228901295,25453638402802,458251826219,0,6274915888364,2271130000,891436091839,7329514190000,7329514190000,450000000000,264847386983,5997051668879,90302295716,518867864377,15702128365,11477883954,16477883954,HPG,2026-02-10,VCI,0.00,
HPG,2015,4,11921851107292,2374928605865,758094875121,1608182018775,6937821177071,242824430460,13587493983230,5000000000,8210630017361,192494292820.00,102545479271,0,709047816834,25509345090522,11042258145729,9995032101178,1047226044551,14467086944793,14467086944793,,5549749512225,22876213661,25509345090522,390265827195,0,7208431796057,64254026,891436091839,7329514190000,7329514190000,739000000000,50112574555,6119017325257,91091275173,534253509879,15702128365,11485258954,16485258954,HPG,2026-02-10,VCI,0.00,
HPG,2015,3,12061988374463,2107094759286,966776464367,1968788052819,6810793303342,208535794649,12534926489246,0,8335625371250,190829191745.00,95973963372,0,785649619916,24596914863709,10532570871723,9327423129220,1205147742503,14064343991986,14064343991986,,5362456063217,23779168780,24596914863709,751806391268,0,7037238319799,2348381729,674783632921,7329514190000,7329514190000,889000000000,67456978807,5894704004717,290963900005,422076829137,15702128365,11364921454,11364921454,HPG,2026-02-10,VCI,0.00,
HPG,2015,2,11258195697218,2022505414440,1034746859860,1937013887797,6133970086408,129959448713,11709431500752,0,8393607521880,193000715807.00,92972991543,0,847279226491,22967627197970,9725543208479,8303337387467,1422205821012,13109319294222,13109319294222,,4431053034233,0,22967627197970,795134565077,0,6360369692266,2489062639,674783632921,7329514190000,7329514190000,1177072326185,56107718299,5316167649541,321336627499,460785330253,15702128365,8787096454,8787096454,HPG,2026-02-10,VCI,0.00,
HPG,2015,1,11503116480709,1453491349657,847156476686,1992830664670,7097489096674,112148893022,10401830751567,0,9271704369829,195172239869.00,74767387454,351709354993,501435081516,21904947232276,9424536729101,8199830139948,1224706589153,12359127256713,12359127256713,,4657911056724,0,21904947232276,797434524930,0,7303021591293,3217840922,0,4886431750000,4886431750000,967072326185,50853634492,5528363856065,0,447037248407,15702128365,9507183602,7042317906,HPG,2026-02-10,VCI,0.00,
HPG,2014,4,11745429717382,2001780467705,531141791271,1719564145827,7385982501899,106960810680,10343675904462,0,9158124616833,197343763931.00,61184828523,382082082487,544940612688,22089105621844,10123759154194,9096774122246,1026985031948,11876791198334,11796575339376,,4095359139387,0,22089105621844,457068881547,0,7600703758252,3462313488,0,4819081750000,4819081750000,930863752151,158911796301,5816983436809,0,483218729903,57187691074,0,0,HPG,2026-02-10,VCI,80215858958.00,
HPG,2014,3,10847243527197,1651561080358,1321443401770,488499529809,7204720579389,181018935871,10206621781010,0,8881527209575,192881972117.00,23470004101,468428052812,639564674492,21053865308207,9431875124397,7954228269403,1477646854994,11475158361506,11475158361506,,3989645596960,0,21053865308207,0,0,7239382080744,12418297856,0,4819081750000,4819081750000,1385451947501,34074237954,5295678156614,0,564722275868,18049398194,749867913,749867913,HPG,2026-02-10,VCI,0.00,
HPG,2014,2,10185267661307,1429108292747,365935396771,1128668027025,7061231281217,200324663547,10164480042087,0,9058200385323,205889710475.00,21122734272,496191992663,382325351441,20349747703394,9608604478109,8123652795206,1484951682903,10618288174026,10618288174026,,3132775409480,0,20349747703394,263090476680,0,7096154263680,11937205399,0,4819081750000,4819081750000,1396520571671,53318242096,4749489553472,0,313073135199,15702128365,749867913,749867913,HPG,2026-02-10,VCI,0.00,
HPG,2014,1,11110329506201,2195020257953,404610725404,1514200435375,6771400748851,225097338618,10559423169345,0,9154049472077,60884540548.00,21255298806,500484705584,373204996958,21669752675546,11256741702433,9163716115422,2093025587011,10309475352863,10309475352863,,3452519008317,0,21669752675546,301846119771,0,6806573307953,15869622780,0,4190525330000,4190525330000,1561575768508,81529600081,5685729322599,0,310730650028,15702128365,449544155372,449544155372,HPG,2026-02-10,VCI,0.00,
HPG,2013,4,12287301998192,2267622390696,245493671402,1630722679686,7913085213700,230378042708,10673891739662,0,9187130524311,62002294764.00,21284513924,572856921038,380858246946,22961193737854,13376797694849,11012050712534,2364746982315,9497763277869,9497763277869,,2705545725073,0,22961193737854,352068616679,0,7948364813960,26332427062,0,4190525330000,4190525330000,1849674148472,79676433981,5725709275613,0,326428533088,15702128365,449759238679,449759238679,HPG,2026-02-10,VCI,0.00,
HPG,2013,3,11805583231924,2014263312314,120433565257,1430328606016,7940583999513,299973748824,10722951190434,0,9051050856779,63120048984.00,25385022226,752854557413,381168616305,22528534422358,12875532863468,10345316896096,2530215967372,9105588923836,9105588923836,,2417566171072,0,22528534422358,393926087693,0,7987569900980,32833431311,0,4190525330000,4190525330000,2056408322857,66747954509,5100528941087,0,328089583494,19609128365,449372088727,449372088727,HPG,2026-02-10,VCI,0.00,
HPG,2013,2,10883282075665,1385641109292,167413612457,1525711381918,7495545273158,308970698840,10269221212044,0,8583948703425,64237803200.00,25385022226,784513893857,361797818492,21152503287709,11589078733834,9013227642019,2575851091815,9028295607495,9028295607495,,2341892864804,0,21152503287709,438646071883,0,7547546684618,28310278505,0,4190525330000,4190525330000,2102278038608,51996906849,4214175488425,0,313435172652,19609128365,449337970844,449337970844,HPG,2026-02-10,VCI,0.00,
HPG,2013,1,9713924689615,996320633597,49683612457,1770193914441,6654921112213,242805416907,9479433752673,0,7737257713412,65355557415.00,26218497620,819007801853,382256211529,19193358442288,10160698957084,6247446615287,3913252341797,9032659485204,8516718830334,,1830335887643,0,19193358442288,569932885949,0,6686446587977,26407782152,0,4190525330000,4190525330000,1892563018950,71940658184,4179507340081,0,314872500863,20409128365,449337970844,449337970844,HPG,2026-02-10,VCI,515940654870.00,
