cp,năm,kỳ,tăng_trưởng_doanh_thu,doanh_thu_đồng,lợi_nhuận_sau_thuế_của_cổ_đông_công_ty_mẹ_đồng,tăng_trưởng_lợi_nhuận,thu_nhập_tài_chính,chi_phí_tiền_lãi_vay,doanh_thu_bán_hàng_và_cung_cấp_dịch_vụ,các_khoản_giảm_trừ_doanh_thu,doanh_thu_thuần,giá_vốn_hàng_bán,lãi_gộp,chi_phí_tài_chính,lãi_lỗ_từ_công_ty_liên_doanh,chi_phí_bán_hàng,chi_phí_quản_lý_dn,lãi_lỗ_từ_hoạt_động_kinh_doanh,thu_nhập_khác,lãi_lỗ_trong_công_ty_liên_doanh_liên_kết,thu_nhập_chi_phí_khác,lợi_nhuận_khác,ln_trước_thuế,chi_phí_thuế_tndn_hiện_hành,chi_phí_thuế_tndn_hoãn_lại,lợi_nhuận_thuần,cổ_đông_thiểu_số,cổ_đông_của_công_ty_mẹ,symbol,extracted_at,source
VNM,2025,4,0.10,17045421378817,2840367601702,0.34,358341189804,-89980184766,17045421378817,-11868972863,17033552405954,-10143535412610,6890016993344,-107566612631,23984472272,-3186832400615,-545076497173,3432867145001,128002667372,0,-83869930287,44132737085,3476999882086,-688334808992,38533967838,2827199040932,-13168560770,2840367601702,VNM,2026-02-10,VCI
VNM,2025,3,0.09,16968084097983,2526766558891,0.05,395840396288,-75464626344,16968084097983,-14852560120,16953231537863,-9865934701695,7087296836168,-91354486972,-194491871698,-3573752079537,-465785970174,3157752824075,37389682775,0,-69541892798,-32152210023,3125600614052,-644325193049,29257322200,2510532743203,-16233815688,2526766558891,VNM,2026-02-10,VCI
VNM,2025,2,0.00,16744609675338,2474585297998,-0.07,376333100451,-85204331624,16744609675338,-20012195784,16724597479554,-9702919554414,7021677925140,-109547632124,3760327370,-3711347500232,-462277916899,3118598303706,32160581071,0,-54670351500,-22509770429,3096088533277,-613806796858,6302943861,2488584680280,13999382282,2474585297998,VNM,2026-02-10,VCI
VNM,2025,1,-0.08,12965404856436,1568482188101,-0.29,366337215645,-75155207673,12965404856436,-30899523580,12934505332856,-7724022892977,5210482439879,-41765368480,16189054400,-3169757183300,-430929441463,1950556716681,48165047774,0,-47425568932,739478842,1951296195523,-326819068821,-37203858648,1587273268054,18791079953,1568482188101,VNM,2026-02-10,VCI
VNM,2024,4,-0.01,15485051436522,2123649268482,-0.09,394631907537,-66109861870,15485051436522,-7978311081,15477073125441,-9267382480456,6209690644985,-140107172656,23396009808,-3351121538996,-554570624982,2581919225696,121552139821,0,-60102594612,61449545209,2643368770905,-555142311297,58564884369,2146791343977,23142075495,2123649268482,VNM,2026-02-10,VCI
VNM,2024,3,-0.01,15548707382507,2403519104884,-0.04,430476492135,-62624826693,15548707382507,-11370069034,15537337313473,-9135891859183,6401445454290,-97962433824,-5059420447,-3336422575566,-421729399873,2970748116715,37227938682,0,-66174414919,-28946476237,2941801640478,-573837659232,35189074022,2403153055268,-366049616,2403519104884,VNM,2026-02-10,VCI
VNM,2024,2,0.10,16665240843085,2670475017284,0.21,373183676511,-64294446778,16665240843085,-9453070612,16655787772473,-9588268993189,7067518779284,-87679063003,3339877558,-3574887401068,-455702658579,3325773210703,34843947651,0,-51974230124,-17130282473,3308642928230,-614203629137,1525922021,2695965221114,25490203830,2670475017284,VNM,2026-02-10,VCI
VNM,2024,1,0.01,14124890259766,2194666965600,0.18,387368759884,-86395425954,14124890259766,-12478942708,14112411317058,-8200889872493,5911521444565,-102489879376,10326196929,-3095275281176,-395914155553,2715537085273,37007652440,0,-46704335991,-9696683551,2705840401722,-497675570285,-1181461848,2206983369589,12316403989,2194666965600,VNM,2026-02-10,VCI
VNM,2023,4,0.04,15630458869279,2326013960066,0.24,428868705495,-96231603161,15630458869279,-11747924789,15618710944490,-9177098353000,6441612591490,-118785839541,-28037460234,-3493712827314,-504122733414,2725822436482,240821530736,0,-114579366839,126242163897,2852064600379,-527166047542,25806937118,2350705489955,24691529889,2326013960066,VNM,2026-02-10,VCI
VNM,2023,3,-0.03,15681494654705,2492254015001,0.08,483829853834,-79600679532,15681494654705,-44506970023,15636987684682,-9082087041307,6554900643375,-110138422955,-27632597830,-3382491600883,-432197136598,3086270738943,37955648630,0,-48436566422,-10480917792,3075789821151,-548401617475,5876182583,2533264386259,41010371258,2492254015001,VNM,2026-02-10,VCI
VNM,2023,2,0.02,15212939408874,2198811184561,0.06,383963944773,-95970637757,15212939408874,-18114453181,15194824955693,-9044632886807,6150192068886,-115957689789,-11201004578,-3199738372776,-430514547776,2776744398740,33520380483,0,-82266235220,-48745854737,2727998544003,-494907485041,-3933169203,2229157889759,30346705198,2198811184561,VNM,2026-02-10,VCI
VNM,2023,1,0.00,13954019633882,1856733257236,-0.18,419705072231,-82291916805,13954019633882,-35627707242,13918391926640,-8520365614981,5398026311659,-158240818929,-13760236004,-2942150310906,-388784710409,2314795307642,41111331702,0,-43860213391,-2748881689,2312046425953,-377888254570,-27931772305,1906226399078,49493141842,1856733257236,VNM,2026-02-10,VCI
VNM,2022,4,-0.05,15080733191774,1869125571613,-0.15,379190751224,-53226546796,15080733191774,-12078534321,15068654657453,-9223066245408,5845588412045,-207242758610,-4556583050,-3335004548411,-448926418471,2229048854727,148365579501,0,-82172192394,66193387107,2295242241834,-469246818237,43126134573,1869121558170,-4013443,1869125571613,VNM,2026-02-10,VCI
VNM,2022,3,-0.01,16094113384043,2298398907051,-0.21,338615402043,-49942302240,16094113384043,-14621959913,16079491424130,-9729311781833,6350179642297,-142793205373,4691288456,-3260867271142,-400896379672,2888929476609,41224997384,0,-70271306667,-29046309283,2859883167326,-534337235466,-2673735355,2322872196505,24473289454,2298398907051,VNM,2026-02-10,VCI
VNM,2022,2,-0.05,14959410994547,2082981126147,-0.27,341814888660,-36701642341,14959410994547,-29135701910,14930275292637,-8853615491038,6076659801599,-135024600156,10625616792,-3316046469903,-377093511787,2600935725205,50244850545,0,-75122932001,-24878081456,2576057643749,-490431693598,16640960424,2102266910575,19285784428,2082981126147,VNM,2026-02-10,VCI
VNM,2022,1,0.05,13940472652935,2265518089530,-0.12,320283365813,-26168600367,13940472652935,-62646829737,13877825823198,-8253022172432,5624803650766,-132476618856,-35236298601,-2636293957415,-368929371148,2772150770559,49186371697,0,-56985518420,-7799146723,2764351623836,-462232548984,-18804420394,2283314654458,17796564928,2265518089530,VNM,2026-02-10,VCI
VNM,2021,4,0.10,15834302208084,2196004480636,0.00,322834761317,-23446278323,15834302208084,-15265654814,15819036553270,-9093719773053,6725316780217,-90231210378,-31165337137,-3871026713824,-416643351347,2639084928848,122743257794,0,-73791162679,48952095115,2688037023963,-504424655028,28994247115,2212606616050,16602135414,2196004480636,VNM,2026-02-10,VCI
VNM,2021,3,0.04,16208270405981,2925766998017,-0.05,314242042431,-24374567105,16208270405981,-14218402422,16194052003559,-9250304913128,6943747090431,-63549064354,14548700320,-3307900301066,-394043756702,3507044711060,142312452646,0,-62753873794,79558578852,3586603289912,-623139563848,-2737563151,2960726162913,34959164896,2925766998017,VNM,2026-02-10,VCI
VNM,2021,2,0.01,15728786449961,2834789042592,-0.08,292767071141,-28072255034,15728786449961,-12980283496,15715806166465,-8861448981220,6854357185245,-42133666112,-19582360879,-3185812099703,-389330729464,3510265400228,37278305250,0,-53858755239,-16580449989,3493684950239,-633974149435,2558664410,2862269465214,27480422622,2834789042592,VNM,2026-02-10,VCI
VNM,2021,1,-0.07,13240715083738,2575916578653,-0.07,284839944505,-12905990201,13240715083738,-50444960886,13190270122852,-7435389686438,5754880436414,-6424291388,-8845432193,-2585931287811,-367294589472,3071224780055,120489176600,0,-37803733850,82685442750,3153910222805,-559443305864,2466811360,2596933728301,21017149648,2575916578653,VNM,2026-02-10,VCI
VNM,2020,4,0.01,14429900514941,2185170012447,-0.01,602270330836,-25857854618,14429900514941,-5105999997,14424794514944,-7766620813396,6658173701548,-64996123618,15046249059,-3775540419620,-735964299474,2698989438731,50587881068,0,-77700603192,-27112722124,2671876716607,-464261259130,28568727010,2236184184487,51014172040,2185170012447,VNM,2026-02-10,VCI
VNM,2020,3,0.09,15577229685157,3077140792284,0.14,358591147428,-38257217439,15577229685157,-14071686928,15563157998229,-8296414517093,7266743481136,-120470092893,-5701551848,-3284487795534,-458795669277,3755879519012,84975939469,0,-63835668510,21140270959,3777019789971,-645013546575,6169419341,3138175662737,61034870453,3077140792284,VNM,2026-02-10,VCI
VNM,2020,2,0.06,15509586167075,3071714073426,0.06,335351494778,-37641854799,15509586167075,-14352408276,15495233758799,-8357339161700,7137894597099,-674383923,6327202372,-3383322662142,-374051101779,3721525146405,40150489277,0,-50295058214,-10144568937,3711380577468,-637060519942,10245770048,3084565827574,12851754148,3071714073426,VNM,2026-02-10,VCI
VNM,2020,1,0.07,14206192026063,2764911978211,-0.01,284879682275,-42061538321,14206192026063,-53092072488,14153099953575,-7547288345650,6605811607925,-122428728401,-11789710907,-3004141744869,-389344385755,3362986720268,36671885321,0,-41399602611,-4727717290,3358259002978,-564338684243,-17113759408,2776806559327,11894581116,2764911978211,VNM,2026-02-10,VCI
VNM,2019,4,0.10,14255700394638,2201515747637,-0.04,233576605377,-35838396433,14255700394638,-16738916476,14238961478162,-7558658856714,6680302621448,-71153524397,14196707957,-3701158127544,-481812187559,2673952095282,65427025170,0,-90040261969,-24613236799,2649338858483,-485348598058,12445300287,2176435560712,-25080186925,2201515747637,VNM,2026-02-10,VCI
VNM,2019,3,0.04,14304042994942,2690192377294,0.05,206732692690,-27795829812,14304042994942,-13142547924,14290900447018,-7567934476550,6722965970468,-44895193422,-9779647914,-3291660881785,-318235893109,3265127046928,74087108721,0,-85458005938,-11370897217,3253756149711,-579559045028,2539547647,2676736652330,-13455724964,2690192377294,VNM,2026-02-10,VCI
VNM,2019,2,0.06,14610401622240,2898738430907,0.09,190720049829,-25355145802,14610401622240,-11441072483,14598960549757,-7585015000599,7013945549158,-42152766378,2474048770,-3330199098788,-318012114359,3516775668232,66987285143,0,-33931187119,33056098024,3549831766256,-650596496904,4543499607,2903778768959,5040338052,2898738430907,VNM,2026-02-10,VCI
VNM,2019,1,0.09,13230084714897,2790729116151,0.03,176287359587,-19835521940,13230084714897,-40784427090,13189300287807,-7034297778254,6155002509553,-28768197631,-12607699916,-2670436444735,-278242221928,3341235304930,42944840145,0,-41397280968,1547559177,3342782864107,-522861656123,-22540309094,2797380898890,6651782739,2790729116151,VNM,2026-02-10,VCI
VNM,2018,4,0.05,13015322214890,2299484602646,0.32,179352995411,-13558039918,13015322214890,-11615162320,13003707052570,-6841121640431,6162585412139,-25209490540,11519567572,-3360732757821,-330480105254,2637035621507,102759176301,0,-59295172797,43464003504,2680499625011,-429640603111,33418089628,2284277111528,-15207491118,2299484602646,VNM,2026-02-10,VCI
VNM,2018,3,0.03,13743498637314,2560125311355,-0.05,185624961638,-11981786169,13743498637314,-8238352165,13735260285149,-7241743387120,6493516898029,-30214111816,2434256608,-3410558802715,-286976405586,2953826796158,140125403777,0,-59984156079,80141247698,3033968043856,-459229929862,-14269248815,2560468865179,343553824,2560125311355,VNM,2026-02-10,VCI
VNM,2018,2,0.03,13738445876697,2666357498655,-0.09,204682217710,-17272008785,13738445876697,-35965264736,13702480611961,-7233869770150,6468610841811,-43269224405,-5581957834,-3176108660455,-275630198859,3172703017968,61246215455,0,-73183528240,-11937312785,3160765705183,-481277512341,-1649660072,2677838532770,11481034115,2666357498655,VNM,2026-02-10,VCI
VNM,2018,1,0.00,12131963698383,2701313738808,-0.08,190257216242,-8555583980,12131963698383,-11461677471,12120502020912,-6633808703800,5486693317112,-19314174913,14061854211,-2318536685442,-240213522091,3112948005119,146116534447,0,-82601647493,63514886954,3176462892073,-504757180169,11339489858,2683045201762,-18268537046,2701313738808,VNM,2026-02-10,VCI
VNM,2017,4,0.04,12365038508333,1744612719962,-0.05,198187222069,-5015216618,12365038508333,-14670351193,12350368157140,-6746495866265,5603872290875,-12485879856,23150316782,-3200002985773,-528231353057,2084489611040,60761998456,0,-59430569541,1331428915,2085821039955,-352559669748,-3947883514,1729313486693,-15299233269,1744612719962,VNM,2026-02-10,VCI
VNM,2017,3,0.09,13308557627263,2693903760050,0.06,213488861058,-7006245652,13308557627263,-15479806923,13293077820340,-7022778495998,6270299324342,-17833795652,8393748492,-2980515590409,-265435950848,3228396596983,65331706324,0,-70713968872,-5382262548,3223014334435,-528097208664,2150517050,2697067642821,3163882771,2693903760050,VNM,2026-02-10,VCI
VNM,2017,2,0.07,13386878196373,2922080403930,0.04,204884142516,-4023632084,13386878196373,-38616981182,13348261215191,-6807419327845,6540841887346,-29056344259,18980009176,-3052625245294,-239797745989,3443226703496,56563334106,0,-55767691611,795642495,3444022345991,-558115578219,30881221922,2916787989694,-5292414236,2922080403930,VNM,2026-02-10,VCI
VNM,2017,1,0.16,12074425433110,2935068264904,0.36,199756552892,-13393474209,12074425433110,-25056740672,12049368692438,-6230237376368,5819131316070,-27661528509,16609907192,-2303389750323,-234141221196,3470305276126,30423547544,0,-24641159915,5782387629,3476087663755,-528294248598,-12787981199,2935005433958,-62830946,2935068264904,VNM,2026-02-10,VCI
VNM,2016,4,0.06,11838267527921,1828963840162,-0.04,194133215944,-19574144919,11838267527921,-30656778415,11807610749506,-6327315699575,5480295049931,-33702023732,-6270069878,-3192490113496,-296402762521,2145563296248,94658510605,0,-36051875486,58606635119,2204169931367,-377978824943,2096140601,1828287247025,-676593137,1828963840162,VNM,2026-02-10,VCI
VNM,2016,3,0.16,12265677025262,2548780232660,0.19,169271935716,-9907013298,12265677025262,-60987314032,12204689711230,-7119260938520,5085428772710,-19549972161,-6603893345,-1903770503253,-276732260276,3048044079391,27844184416,0,-31014955634,-3170771218,3044873308173,-498604148841,3145819201,2549414978533,634745873,2548780232660,VNM,2026-02-10,VCI
VNM,2016,2,0.19,12491188129344,2815396006252,0.29,190482840251,-8704401479,12491188129344,-42058069422,12449130059922,-7076434228481,5372695831441,-16279255702,17374265382,-1939456049038,-251558412379,3373259219955,15745070352,0,-26933923148,-11188852796,3362070367159,-542788710352,5061878547,2824343535354,8947529102,2815396006252,VNM,2026-02-10,VCI
VNM,2016,1,0.18,10369870419298,2157189051310,0.39,168672783352,-8313790353,10369870419298,-36961539682,10332908879616,-5306197718187,5026711161429,-32919061976,11978412638,-2352461137700,-228558093802,2593424063941,44073835871,0,-10984935615,33088900256,2626512964197,-463895734708,-833212911,2161784016578,4594965268,2157189051310,VNM,2026-02-10,VCI
VNM,2015,4,0.17,11137559011052,1896074486906,0.10,155171921437,-8538729589,11137559011052,-38996898159,11098562112893,-6682174666160,4416387446733,-25345170807,-8199676462,-1753941065481,-555475193234,2228598262186,57090667643,0,123742634,57214410277,2285812672463,-205263128400,-179973335784,1900576208279,4501721373,1896074486906,VNM,2026-02-10,VCI
VNM,2015,3,0.18,10577328695731,2135307519344,0.55,176056927471,-7823572163,10577328695731,-28002264153,10549326431578,-6199266897541,4350059534037,-87075139074,2309601970,-1665909228418,-220531048232,2554910647754,19904206682,0,-21036836062,-1132629380,2553778018374,-393536628552,-37674897385,2122566492437,-12741026907,2135307519344,VNM,2026-02-10,VCI
VNM,2015,2,0.11,10520023895689,2185170750754,0.39,173798877003,-6783629838,10520023895689,-19913258409,10500110637280,-6113114652804,4386995984476,-22021396187,24361937174,-1687220323247,-254796162804,2621118916415,18676238132,0,-17310439591,1365798541,2622484714956,-517885257551,81622565231,2186222022636,1051271882,2185170750754,VNM,2026-02-10,VCI
VNM,2015,1,0.12,8771338508049,1556856874239,0.12,143954016127,-8131520374,8771338508049,-55302594481,8716035913568,-5607063936578,3108971976990,-28398401871,0,-1150436002987,-201920173771,1872171414488,70601127882,-5572888422,-32134003356,38467124526,1905065650592,-355290309090,10412686843,1560188028345,3331154106,1556856874239,VNM,2026-02-10,VCI
VNM,2014,4,0.14,9493406227102,1729732339884,0.18,132495147774,-9075994158,9493406227102,-158409123814,9334997103288,-5784904022632,3550093080656,-8571208310,0,-1436751699576,-218823368088,2018441952456,193261747775,15412697290,-50195086093,143066661682,2176921311428,-431496798279,-15456443517,1729968069632,235729748,1729732339884,VNM,2026-02-10,VCI
VNM,2014,3,0.09,8926519844239,1376257970174,-0.19,180877176182,-7423763901,8926519844239,-195077103309,8731442740930,-5702842521890,3028600219040,-34205341281,0,-1279872681010,-202711610267,1692687762664,52818800355,13249867902,-35634638047,17184162308,1723121792874,-362550763446,6846444831,1367417474259,-8840495915,1376257970174,VNM,2026-02-10,VCI
VNM,2014,2,0.15,9439872135375,1575435749520,-0.15,132596919103,-12410656942,9439872135375,-207529993653,9232342141722,-6067063430918,3165278710804,-30036221972,0,-1158497483244,-203140968830,1906200955861,75057403348,20342364897,-31630383828,43427019520,1969970340278,-439313895004,45913409285,1576569854559,1134105039,1575435749520,VNM,2026-02-10,VCI
VNM,2014,1,0.15,7843977969639,1387381637264,-0.09,127600310103,-10671322757,7843977969639,-165831622403,7678146347236,-5113641159048,2564505188188,-8884980856,0,-821020850885,-170689119204,1691510547346,46322072379,10882447209,-5359650595,40962421784,1743355416339,-347296983650,-1810864830,1394247567859,6865930595,1387381637264,VNM,2026-02-10,VCI
VNM,2013,4,0.00,8343607997241,1470050013140,0.00,134326285576,0,8343607997241,-169575276621,8174032720620,-5504672588238,2669360132382,-17340149689,0,-952807971463,-162680494685,1670857802121,182301804312,14865559708,-28449549756,153852254556,1839575616385,-336326843783,-33225106669,1470023665933,-26347207,1470050013140,VNM,2026-02-10,VCI
VNM,2013,3,0.00,8190579893928,1690469004691,0.00,133834846599,0,8190579893928,-162862218618,8027717675310,-5092778691607,2934938983703,-29727666522,0,-876130733210,-151060682556,2011854748014,35791315029,16808081518,-8246165270,27545149759,2056207979291,-381471706850,15732732250,1690469004691,0,1690469004691,VNM,2026-02-10,VCI
VNM,2013,2,0.00,8234419301214,1842776407795,0.00,129367036632,0,8234419301214,-163966629910,8070452671304,-4948104950134,3122347721170,-22644656797,0,-879032986417,-159278435934,2190758678654,60324998160,6323125420,-10856251678,49468746482,2246550550556,-440979068238,37204925477,1842776407795,0,1842776407795,VNM,2026-02-10,VCI
VNM,2013,1,0.00,6817399941239,1530838237208,0.00,109819540709,0,6817399941239,-141000881167,6676399060072,-4220237450495,2456161609577,-21078344482,0,-568459937576,-138235893075,1838206975153,35039781518,5943849146,-11267895330,23771886188,1867922710487,-324670597789,-12413875490,1530838237208,0,1530838237208,VNM,2026-02-10,VCI
FPT,2025,4,0.15,20258866135395,2502704371685,0.19,553701777401,-207025852637,20258866135395,-33415777986,20225450357409,-13171300027162,7054150330247,-476741111428,283746137174,-2045175725062,-1892395897574,3477285510758,40088826860,0,-18969733714,21119093146,3498404603904,-487956258402,-22299782949,2988148562553,485444190868,2502704371685,FPT,2026-02-10,VCI
FPT,2025,3,0.08,17225507121683,2434841434732,0.17,613110473502,-233582914481,17225507121683,-20985896381,17204521225302,-10685654746292,6518866479010,-352575079871,130833425587,-1916582832643,-1647276732839,3346375732746,34839399621,0,-6476534277,28362865344,3374738598090,-589553627034,116360781594,2901545752650,466704317918,2434841434732,FPT,2026-02-10,VCI
FPT,2025,2,0.09,16658335760739,2257462588123,0.20,1237012067887,-216761295705,16658335760739,-33622720672,16624713040067,-10603672997092,6021040042975,-531385256080,106714935715,-1790295896888,-1913677311579,3129408582030,28751046396,0,-17127043966,11624002430,3141032584460,-463961750401,63200566619,2740271400678,482808812555,2257462588123,FPT,2026-02-10,VCI
FPT,2025,1,0.14,16064980391264,2174301386525,0.21,573331893191,-152389538333,16064980391264,-6839448804,16058140942460,-9756793038194,6301347904266,-311343769364,136730336838,-1828785929282,-1877437056836,2993843378813,39212521539,0,-8362389503,30850132036,3024693510849,-377287599563,-51848430977,2595557480309,421256093784,2174301386525,FPT,2026-02-10,VCI
FPT,2024,4,0.20,17651065378939,2094725967705,0.21,582674583940,-134854268998,17651065378939,-43247573048,17607817805891,-11230248103366,6377569702525,-831375395433,116894742188,-1594938073232,-1729950878232,2920874681756,68481380356,0,-30860884043,37620496313,2958495178069,-530698618727,73049924176,2500846483518,406120515813,2094725967705,FPT,2026-02-10,VCI
FPT,2024,3,0.16,15972397069700,2088852212408,0.20,326689006856,-128825950601,15972397069700,-69575353943,15902821715757,-9743866051351,6158955664406,-308178806879,142580948775,-1563862943636,-1807957864952,2948226004570,34674999189,0,-74280370385,-39605371196,2908620633374,-441224951554,11201940680,2478597622500,389745410092,2088852212408,FPT,2026-02-10,VCI
FPT,2024,2,0.22,15245892288520,1875158768537,0.24,569292544523,-150125422101,15245892288520,-665872500,15245226416020,-9593869093122,5651357322898,-337927906368,58601427292,-1588212329172,-1712658095576,2640452963597,27511312610,0,1004275617,28515588227,2668968551824,-561248620389,179993203349,2287713134784,412554366247,1875158768537,FPT,2026-02-10,VCI
FPT,2024,1,0.21,14093297397476,1798030863528,0.20,457092979986,-137833720086,14093297397476,-368983777,14092928413699,-8582462733612,5510465680087,-334065273301,74454138017,-1368948625743,-1823471776014,2515527123032,44782907585,0,-26727976065,18054931520,2533582054552,-389755423988,16438659078,2160265289642,362234426114,1798030863528,FPT,2026-02-10,VCI
FPT,2023,4,0.13,14695806584757,1728399961335,0.28,520345470835,-206644073232,14695806584757,-5393881434,14690412703323,-9058549143162,5631863560161,-527556384763,58146301170,-1316156285395,-1979944371544,2386698290464,64518573767,0,-16124064640,48394509127,2435092799591,-424981344481,41129315871,2051240770981,322840809646,1728399961335,FPT,2026-02-10,VCI
FPT,2023,3,0.23,13761831884948,1739340360244,0.20,516203046415,-265654864395,13761831884948,-86909091,13761744975857,-8265376008841,5496368967016,-406428287129,39896110382,-1434174354947,-1773504449852,2438361031885,46849960698,0,-56060532724,-9210572026,2429150459859,-344595196181,-8685907653,2075869356025,336528995781,1739340360244,FPT,2026-02-10,VCI
FPT,2023,2,0.24,12484515133084,1509219531243,0.21,623044115643,-212364005360,12484515133084,-150868182,12484364264902,-7850539957865,4633824307037,-287498451679,-65748307687,-1238296534096,-1475558757945,2189766371273,46978996702,0,-18612734628,28366262074,2218132633347,-337905337939,-24645039772,1855582255636,346362724393,1509219531243,FPT,2026-02-10,VCI
FPT,2023,1,0.20,11683021258544,1493562580890,0.21,676476546426,-147985668274,11683021258544,-1642375241,11681378883303,-7113499882609,4567879000694,-496815340139,43757073944,-1101871534159,-1592492464630,2096933282136,42879374489,0,-19169009527,23710364962,2120643647098,-308330144701,-2514048503,1809799453894,316236873004,1493562580890,FPT,2026-02-10,VCI
FPT,2022,4,0.22,13053462794764,1351601105816,0.04,526329659816,-156583283497,13053462794764,-11036523655,13042426271109,-7801152486947,5241273784162,-644381295008,98197938512,-1481341041915,-1761816901184,1978262144383,67004874960,0,-56238388429,10766486531,1989028630914,-335964806453,-33171856353,1619891968108,268290862292,1351601105816,FPT,2026-02-10,VCI
