cp,năm,kỳ,lãi_lỗ_ròng_trước_thuế,khấu_hao_tscđ,dự_phòng_rr_tín_dụng,lãi_lỗ_chênh_lệch_tỷ_giá_chưa_thực_hiện,lãi_lỗ_từ_thanh_lý_tài_sản_cố_định,lãi_lỗ_từ_hoạt_động_đầu_tư,thu_nhập_lãi,thu_lãi_và_cổ_tức,lưu_chuyển_tiền_thuần_từ_hđkd_trước_thay_đổi_vlđ,tăng_giảm_các_khoản_phải_thu,tăng_giảm_hàng_tồn_kho,tăng_giảm_các_khoản_phải_trả,tăng_giảm_chi_phí_trả_trước,chi_phí_lãi_vay_đã_trả,tiền_thu_nhập_doanh_nghiệp_đã_trả,tiền_thu_khác_từ_các_hoạt_động_kinh_doanh,tiền_chi_khác_từ_các_hoạt_động_kinh_doanh,lưu_chuyển_tiền_tệ_ròng_từ_các_hoạt_động_sxkd,mua_sắm_tscđ,tiền_thu_được_từ_thanh_lý_tài_sản_cố_định,tiền_chi_cho_vay_mua_công_cụ_nợ_của_đơn_vị_khác_đồng,tiền_thu_hồi_cho_vay_bán_lại_các_công_cụ_nợ_của_đơn_vị_khác_đồng,đầu_tư_vào_các_doanh_nghiệp_khác,tiền_thu_từ_việc_bán_các_khoản_đầu_tư_vào_doanh_nghiệp_khác,tiền_thu_cổ_tức_và_lợi_nhuận_được_chia,lưu_chuyển_từ_hoạt_động_đầu_tư,tăng_vốn_cổ_phần_từ_góp_vốn_và_hoặc_phát_hành_cổ_phiếu,chi_trả_cho_việc_mua_lại_trả_cổ_phiếu,tiền_thu_được_các_khoản_đi_vay,tiền_trả_các_khoản_đi_vay,cổ_tức_đã_trả,lưu_chuyển_tiền_từ_hoạt_động_tài_chính,lưu_chuyển_tiền_thuần_trong_kỳ,tiền_và_tương_đương_tiền,ảnh_hưởng_của_chênh_lệch_tỷ_giá,tiền_và_tương_đương_tiền_cuối_kỳ,symbol,extracted_at,source,tiền_thanh_toán_vốn_gốc_đi_thuê_tài_chính
VNM,2018,2,3160765705183.00,395470414797.00,-4769281387.00,1373082074.00,25991779370.00,7564938916.00,17272008785.00,-183721795859.00,3433926543173.00,50598543542.00,-556307221605.00,264627245971.00,-6315983562.00,-15750004879.00,-394072132165.00,0.00,-149175286484.00,2627531703991.00,-1098217774830.00,10912852049.00,1051800663462.00,1692702019.00,-12250000000.00,0.00,175350527457.00,129288970157.00,0.00,-1685141000.00,371675657187.00,-166710243649.00,-2176870123500.00,-1973589850962.00,783230823186.00,563392699177.00,-3188242989.00,1343435279374.00,VNM,2026-02-10,VCI,
VNM,2018,1,3176462892073.00,385210648619.00,4227246199.00,2139828092.00,-10016587338.00,-14061854211.00,8555583980.00,-184754015176.00,3381743433532.00,-548399424564.00,-371241518450.00,-780464995133.00,10620079733.00,-7711647185.00,-320083426899.00,149174000.00,-731057695701.00,633553979333.00,-597432120943.00,22730847793.00,300000000000.00,764296338.00,0.00,1215000000.00,130071841502.00,-142650135310.00,0.00,-636147800.00,1940705852193.00,-654811071845.00,-2176917780000.00,-891659147452.00,-400755303429.00,963335914164.00,812088442.00,563392699177.00,VNM,2026-02-10,VCI,
VNM,2017,4,2085821039955.00,361296133295.00,8183557255.00,-1005453891.00,-3252258594.00,-23150316785.00,5015216618.00,-192250150991.00,2251507721441.00,-119692805765.00,-275746944565.00,104750988551.00,-3128340447.00,-19625043160.00,-882543002721.00,0.00,-9243768130.00,1046278805204.00,-1014868596476.00,49973489631.00,229998314361.00,-1429238222.00,13170000000.00,29535359489.00,247146083058.00,-446474588159.00,0.00,-1452559480.00,801702959833.00,-1107022314733.00,-4808323.00,-306776722703.00,293027494342.00,668414723359.00,1893696463.00,963335914164.00,VNM,2026-02-10,VCI,
VNM,2017,3,3223014334435.00,313041751008.00,3438771223.00,-235275295.00,9521857674.00,-8393748492.00,7006245652.00,-196524797524.00,3355459619830.00,-381497100128.00,309819135860.00,-84783736100.00,11749845419.00,-7006245652.00,-428250958947.00,0.00,-258595612325.00,2516894947957.00,-530926922208.00,12754474532.00,850011799478.00,1158251597.00,-100000000000.00,0.00,201425742917.00,434423346316.00,0.00,-54360575098.00,570803480214.00,-487796582887.00,-2903116484782.00,-2874470162553.00,76848131720.00,590906789944.00,659801695.00,668414723359.00,VNM,2026-02-10,VCI,
VNM,2017,2,3444022345991.00,314288377307.00,2837979598.00,2911766974.00,-1399766352.00,-18980009176.00,4023632084.00,-195028555940.00,3557266251635.00,-562133549735.00,-291495672990.00,864673523943.00,-20244107430.00,-4023632084.00,-433641587858.00,0.00,-107265614975.00,3003135610506.00,-609408193544.00,44351183120.00,-1298258834235.00,167837165623.00,0.00,0.00,117246260959.00,-1578232418077.00,0.00,-87145916880.00,726000210240.00,-792260176986.00,-2902686424000.00,-3056092307626.00,-1631189115197.00,2216760721249.00,5335183892.00,590906789944.00,VNM,2026-02-10,VCI,
VNM,2017,1,3476087663755.00,311243892290.00,-5248321388.00,2045337290.00,6756455655.00,-16609907192.00,13393474209.00,-186324026005.00,3605935049763.00,-535822761013.00,575893123634.00,74089011677.00,1622947718.00,-34476094310.00,-189074031088.00,0.00,-462882084959.00,3035285161422.00,-517785777958.00,13632259257.00,0.00,134306171542.00,0.00,0.00,189141986132.00,-180705361027.00,0.00,-139441921480.00,678543472183.00,-1837107787294.00,0.00,-1298006236591.00,1556573563804.00,655423095436.00,4764062009.00,2216760721249.00,VNM,2026-02-10,VCI,
VNM,2016,4,2204169931367.00,305898825987.00,9870879395.00,-2421530243.00,-11837673491.00,-625995076746.00,19574144919.00,490446032083.00,2389705533271.00,683975707234.00,-729218911374.00,294247502773.00,-15910075449.00,-6359793658.00,-696468005657.00,0.00,-86405240153.00,1833566716987.00,-563825266202.00,14992224440.00,-1448254879189.00,-68402720000.00,0.00,1800000000.00,148429296008.00,-1915261344943.00,0.00,-1064835600.00,793714910086.00,-823150958440.00,0.00,-30500883954.00,-112195511910.00,772572092518.00,-4953485172.00,655423095436.00,VNM,2026-02-10,VCI,
VNM,2016,3,3044873308173.00,299199643751.00,1997166470.00,-1122641475.00,-2944306481.00,11186138007.00,9907013298.00,-158222932118.00,3204873389625.00,-214469721916.00,415554950933.00,172466280018.00,-32188309264.00,-17902089394.00,-526612749831.00,0.00,-325166832602.00,2687584251069.00,-274831031269.00,19136893916.00,-2085033711.00,-318119017671.00,0.00,0.00,111424073132.00,-464474115603.00,354965040720.00,-459688141.00,2403872588708.00,-2434361645825.00,-4838199696000.00,-4514183400538.00,-2291073265072.00,3059808166107.00,3837191483.00,772572092518.00,VNM,2026-02-10,VCI,
VNM,2016,2,3362070367159.00,296186157902.00,10914616653.00,-2654178472.00,14781979972.00,138855035365.00,8704401479.00,-332223099965.00,3496635280093.00,-8767370365.00,-379289285036.00,271245446363.00,19322587690.00,-5530486223.00,-419991024402.00,0.00,-20535485116.00,2953089687014.00,-124416915644.00,8239997175.00,937769650000.00,385250985674.00,0.00,0.00,190774479178.00,1397618196383.00,0.00,-67797170608.00,194864990907.00,-239776180663.00,-2400278796000.00,-2512987156364.00,1837720727033.00,1228329938789.00,-6242499715.00,3059808166107.00,VNM,2026-02-10,VCI,
VNM,2016,1,2626512964197.00,289552380294.00,2069301682.00,4879483004.00,0.00,-159026751087.00,8313790353.00,0.00,2772301168443.00,-643813097813.00,-343931914727.00,-407564684707.00,112828925191.00,-4411251035.00,-128170725101.00,0.00,-442089418988.00,915540651263.00,-178539539234.00,7957839467.00,-937769650000.00,1270751997.00,-8100000000.00,0.00,151511215125.00,-963669382645.00,0.00,0.00,679432646891.00,-762757530671.00,0.00,-83324883780.00,-131453615162.00,1358682600684.00,1100953267.00,1228329938789.00,VNM,2026-02-10,VCI,
VNM,2015,4,2285812672463.00,282693269930.00,9452796831.00,-1832703171.00,0.00,-118645695328.00,8538729589.00,0.00,2466019070314.00,220420988772.00,-187776432431.00,-131452125151.00,-84322648065.00,-4302072489.00,-532921429124.00,0.00,-154964043556.00,1590690156909.00,-199490388329.00,-7757208485.00,-1309442450000.00,-438849070340.00,0.00,8843058117.00,171300066306.00,-1775395992731.00,784391909.00,0.00,922113056493.00,-816410975120.00,-1549950354.00,104936522928.00,-79769312894.00,1409857423245.00,28594490333.00,1358682600684.00,VNM,2026-02-10,VCI,
VNM,2015,3,2553778018374.00,276279699878.00,-2326598340.00,4070666998.00,0.00,-133072431101.00,7823572163.00,0.00,2706552927972.00,46092094373.00,104484498560.00,283014730199.00,3517086155.00,-6933611285.00,-505175219378.00,-22765700000.00,-153058969212.00,2578554111239.00,-286419670818.00,12665980902.00,212862360672.00,440826441325.00,-80161500899.00,3532122500.00,161224879154.00,464530612836.00,22320014037.00,0.00,1745095032790.00,-1237171192396.00,-4000474416000.00,-3470230561569.00,-427145837494.00,1854221704170.00,-17218443431.00,1409857423245.00,VNM,2026-02-10,VCI,
VNM,2015,2,2622484714956.00,271404668281.00,-7110705898.00,1712378954.00,0.00,-168426171453.00,6783629838.00,0.00,2726848514678.00,-18923403981.00,63761443246.00,-7743119813.00,-19321562854.00,-6253423958.00,-345113069246.00,0.00,-93588930597.00,2300992832381.00,-369439681479.00,10561319038.00,631251751997.00,0.00,20982476.00,1527061268.00,33639943837.00,307561377137.00,84371992908.00,0.00,1306014281986.00,-1365990956702.00,-2000237208000.00,-1975841889808.00,632712319710.00,1227505962892.00,-5996578432.00,1854221704170.00,VNM,2026-02-10,VCI,
VNM,2015,1,1905065650592.00,266697914650.00,9730802015.00,21503375.00,0.00,-120953311467.00,8131520374.00,0.00,2068694079539.00,-82027954407.00,-479008754986.00,340520121347.00,64253223010.00,-9841219741.00,-422400933527.00,22765700000.00,-314040254076.00,1188914007159.00,-212491480427.00,28530489589.00,-1034114112669.00,0.00,-20982476.00,0.00,94718653758.00,-1123377432225.00,0.00,0.00,0.00,-363166758519.00,0.00,-363166758519.00,-297630183585.00,1527875428216.00,-2739281739.00,1227505962892.00,VNM,2026-02-10,VCI,
VNM,2014,4,2176921311427.00,263064953718.00,-3640165104.00,9183282297.00,0.00,-137459574325.00,9075994158.00,0.00,2317145802171.00,-284555594237.00,-140172757190.00,126060617090.00,-55343121010.00,-7675427249.00,-383310768661.00,45152745658.00,-73105950595.00,1544195545977.00,-288398582496.00,13733258951.00,-550420667523.00,0.00,-2011694925.00,17213461471.00,133048456472.00,-676835768050.00,168684341.00,0.00,-3666195544.00,-6438074389.00,-488201.00,-9936073793.00,857423704134.00,670329547281.00,122176801.00,1527875428216.00,VNM,2026-02-10,VCI,
VNM,2014,3,1723121792874.00,261083845708.00,2936371849.00,-13342408990.00,-6234942158.00,-368448360666.00,7423763901.00,248292374936.00,1854832437454.00,-283428430610.00,700224588589.00,-547820013811.00,19356738147.00,-3941104832.00,-448978208152.00,0.00,-144373533102.00,1145872473683.00,-281081876600.00,13504052453.00,-3000096000000.00,1801892101394.00,86728260.00,-86515208.00,129387586257.00,-1336393923444.00,68951103287.00,0.00,1241880467897.00,-1419835457.00,-1666867855129.00,-357456119402.00,-547977569163.00,1219936043702.00,-1628927258.00,670329547281.00,VNM,2026-02-10,VCI,
VNM,2014,2,1969970340278.00,256700612080.00,11181881075.00,-2385211951.00,6234942158.00,104577152258.00,12410656942.00,-248292374936.00,2110397997904.00,209752272202.00,-491003751413.00,296947233045.00,-4082278741.00,-12454117049.00,-319907772294.00,966420000.00,-6432953215.00,1784183050439.00,-121134383337.00,23949522845.00,1500000000000.00,-1796596000000.00,-572351069.00,498622064.00,279474544120.00,-114380045377.00,1301716303.00,-75788000.00,240956160318.00,-220059210062.00,-1666874642000.00,-1644751763441.00,25051241621.00,1193310867797.00,1573934284.00,1219936043702.00,VNM,2026-02-10,VCI,
VNM,2014,1,1743355416339.00,251880590533.00,-6691497143.00,-1860468523.00,0.00,-126621935996.00,10671322757.00,0.00,1870733427967.00,227802236917.00,-614365683108.00,84031617046.00,45574782583.00,-10671322757.00,-369710651438.00,0.00,-379321936739.00,854072470471.00,-168331439284.00,2707450005.00,-1600000000000.00,0.00,-175474400.00,2122893144.00,18568820979.00,-1745107749556.00,0.00,-243814000.00,11804394842.00,-5966180000.00,-666771088800.00,-661176687958.00,-1552211967043.00,2745645325950.00,-122491110.00,1193310867797.00,VNM,2026-02-10,VCI,
VNM,2013,4,1839575616385.00,234338576859.00,10212988650.00,1846201913.00,0.00,-126202558548.00,104027048.00,0.00,1959874852307.00,16245370232.00,13030704982.00,288107196577.00,-19647393735.00,-104027048.00,-381435472567.00,15000000.00,-30564397414.00,1845521833334.00,-413858030707.00,5168055655.00,-350000000000.00,50000000000.00,-124805693826.00,0.00,49247453259.00,-784248215619.00,0.00,-114858000.00,0.00,0.00,0.00,-114858000.00,1061158759715.00,1684436360678.00,50205557.00,2745645325950.00,VNM,2026-02-10,VCI,
VNM,2013,3,2056207979291.00,217046141830.00,2077386476.00,14811246488.00,1490563589.00,-17686524438.00,0.00,-104497829984.00,2169448963252.00,-100854666397.00,620615866424.00,-35627466875.00,11983677151.00,0.00,-440417416152.00,19271912000.00,-158618310985.00,2085802558418.00,-471825503988.00,3483548063.00,850000000000.00,2195381059.00,0.00,3127205437.00,68012306772.00,454992937343.00,0.00,-129847000.00,0.00,0.00,-1666951482000.00,-1667081329000.00,873714166761.00,812485229333.00,-1763035416.00,1684436360678.00,VNM,2026-02-10,VCI,
VNM,2013,2,2246550550556.00,181791307800.00,8209589727.00,7175018431.00,338734177.00,71212152937.00,0.00,-191907183590.00,2323370170038.00,-120146434803.00,-129679584301.00,-40213526678.00,-17971820185.00,0.00,-314240265642.00,1695349520.00,-135320934589.00,1567492953360.00,-251080359470.00,9047347728.00,-1073100000000.00,270000000000.00,0.00,31800000000.00,122196131313.00,-891136880429.00,0.00,-175398959.00,0.00,0.00,-1500283567800.00,-1500458966759.00,-824102893828.00,1633381902213.00,3206220948.00,812485229333.00,VNM,2026-02-10,VCI,
VNM,2013,1,1867922710487.00,153256896661.00,7318993345.00,-10767841818.00,0.00,-74019283699.00,0.00,0.00,1943711474976.00,-60152113353.00,-314325531999.00,-240792526573.00,-15625082924.00,0.00,-263889132445.00,2652000.00,-367188520297.00,681741219385.00,-353936443223.00,3292438182.00,-50000000000.00,32336515321.00,0.00,0.00,70095213874.00,-298212275846.00,0.00,-105339000.00,0.00,0.00,0.00,-105339000.00,383423604539.00,1252120160804.00,-2161863130.00,1633381902213.00,VNM,2026-02-10,VCI,
FPT,2025,4,3498404603905.00,799357162185.00,439639826670.00,79771309056.00,,-747618605185.00,207025852637.00,,4276580149268.00,-1378491062205.00,-116465576774.00,1887405476440.00,-1294248598.00,-229165608776.00,-266308557020.00,0.00,-10850944897.00,4161409627438.00,-1025175214715.00,793894439.00,-19497962555746.00,17046161206333.00,-415590467225.00,358779074.00,563048321820.00,-3328366036020.00,2794778.00,0.00,11517570319652.00,-9866402296591.00,-1702079053200.00,-51149242956.00,781894348462.00,9853512731370.00,-95225438912.00,10540181640920.00,FPT,2026-02-10,VCI,-241007595.00
FPT,2025,3,3374738598090.00,734178712672.00,47498611636.00,29175508927.00,,-588504116817.00,233582914481.00,,3830670228989.00,-532628876071.00,23467202956.00,1915125309361.00,-155675161774.00,-244250547102.00,-452247490721.00,0.00,-40440604859.00,4344020060779.00,-830371040007.00,2509745476.00,-10246875400883.00,9706147048362.00,-69458442668.00,0.00,340788225860.00,-1097259863860.00,3000000.00,0.00,7824889714007.00,-11220806613192.00,-6194605275.00,-3402360894241.00,-155600697322.00,10019630995136.00,-10517566444.00,9853512731370.00,FPT,2026-02-10,VCI,-252389781.00
FPT,2025,2,3141032584460.00,721965579781.00,57938863082.00,-64717262394.00,,-749583262000.00,216761295705.00,,3323397798634.00,-307854255428.00,33156557092.00,1937186010413.00,-232106924674.00,-177254861198.00,-241660887432.00,0.00,-144386436677.00,4190477000730.00,-687830960368.00,810291524.00,-17090346868606.00,14236985730372.00,-131294469705.00,17433745902.00,817639763306.00,-2836602767575.00,1196229390000.00,0.00,11552806194767.00,-7901515047258.00,-2865470362188.00,1981787361553.00,3335661594708.00,6755645214252.00,-71675813824.00,10019630995136.00,FPT,2026-02-10,VCI,-262813768.00
FPT,2025,1,3024693510849.00,644023121646.00,85128981266.00,-71839057689.00,,-490145755006.00,152389538333.00,,3344250339399.00,-595412339418.00,-248648680346.00,-3168677797967.00,-205624354170.00,-161803237457.00,-1286964186262.00,0.00,-184023466180.00,-2506903722401.00,-2607427905351.00,3212123070.00,-10159337998571.00,8175498984215.00,-94356673179.00,5739731680.00,279282736376.00,-4397389001760.00,0.00,0.00,12175546656648.00,-7902260870560.00,-9557000.00,4273045645176.00,-2631247078985.00,9315440438884.00,71451854353.00,6755645214252.00,FPT,2026-02-10,VCI,-230583912.00
FPT,2024,4,2958495178069.00,643307118661.00,869017513957.00,-70305066169.00,,-510810581685.00,134854268998.00,,4024558431831.00,422213671904.00,203736468281.00,1178663906552.00,-179916896052.00,-124205428778.00,-114629531066.00,0.00,-13864424110.00,5396556198562.00,-838077306200.00,697620442.00,-12927219472332.00,10606724400366.00,-267882879016.00,48102486048.00,274299454911.00,-3103355695781.00,106211170000.00,0.00,5780557256676.00,-5398194818783.00,-1469515337775.00,-981164416268.00,1312036086513.00,7935632407357.00,67771945014.00,9315440438884.00,FPT,2026-02-10,VCI,-222686386.00
FPT,2024,3,2908620633374.00,644267304242.00,184625096550.00,181991482518.00,,-456702528472.00,128825950601.00,,3591627938813.00,-1241612260855.00,-173093145210.00,1662964903692.00,-166500663328.00,-198428414709.00,-228190332417.00,0.00,-10823229000.00,3235944796986.00,-876954143250.00,1616251625.00,-8247959851394.00,8725918508280.00,-94349648464.00,0.00,364420147044.00,-127308736159.00,57131819874.00,0.00,7449918727586.00,-9459849670403.00,-18119086577.00,-1972318909327.00,1136317151500.00,6836262549195.00,-36947293338.00,7935632407357.00,FPT,2026-02-10,VCI,-1400699807.00
FPT,2024,2,2668968551824.00,630349712236.00,14203632656.00,-42817780646.00,,-419955973144.00,150125422101.00,,3000873565027.00,-926810872792.00,-24269860464.00,2031571606019.00,19707673468.00,-124408944051.00,-233770928124.00,0.00,-14014690585.00,3728877548498.00,-912958599267.00,1618261988.00,-11804030293743.00,10099852425500.00,-10808869438.00,0.00,607154928052.00,-2019172146908.00,0.00,0.00,7228633945893.00,-7172714473158.00,-1269151045384.00,-1213567970069.00,496137431521.00,6341457504996.00,-1332387322.00,6836262549195.00,FPT,2026-02-10,VCI,-336397420.00
FPT,2024,1,2533582054552.00,617374340526.00,81105147752.00,-22556832506.00,,-337553397592.00,137833720086.00,,3009785032818.00,-167453550762.00,-271641024449.00,-1997629152574.00,-67254616445.00,-160111959538.00,-633330715962.00,0.00,-369965368266.00,-657601355178.00,-647322276985.00,10295249160.00,-8977359495900.00,6851263040484.00,-733152087882.00,0.00,284299976870.00,-3211975594253.00,0.00,0.00,10487172776046.00,-7982467720579.00,-535074322385.00,1969285169830.00,-1900291779601.00,8279156683221.00,-37407398624.00,6341457504996.00,FPT,2026-02-10,VCI,-345563252.00
FPT,2023,4,2435092799591.00,676678338463.00,470735400917.00,-68387251886.00,,-436657963650.00,206644073232.00,,3284105396667.00,-60812532941.00,171483828380.00,1089883462715.00,86456302249.00,-320269511758.00,-266834360511.00,0.00,-8949467333.00,3975063117468.00,-936419359950.00,9526779053.00,-7266476702593.00,10829081604630.00,-1053326490167.00,0.00,649966271040.00,2232352102013.00,0.00,0.00,7596496990331.00,-12719909236528.00,-1857559615.00,-5125627685183.00,1081787534298.00,7153625069795.00,43744079128.00,8279156683221.00,FPT,2026-02-10,VCI,-357879371.00
FPT,2023,3,2429150459859.00,557527595017.00,15169771232.00,126189249999.00,,-544698633183.00,265654864395.00,,2848993307319.00,-926271125556.00,282384093843.00,1971966230913.00,-46580704009.00,-161649214270.00,-255133912886.00,0.00,-9735692245.00,3703972983109.00,-1123052126580.00,7657615939.00,-5579325976926.00,6413233166862.00,-260888050990.00,94939906000.00,344023912939.00,-103411552756.00,0.00,0.00,8360601367622.00,-8696647987147.00,-2371938249525.00,-2708279576174.00,892281854179.00,6236475101406.00,24868114210.00,7153625069795.00,FPT,2026-02-10,VCI,-294707124.00
FPT,2023,2,2218132633347.00,542326870002.00,27037979804.00,-100962353080.00,,-388369753500.00,212364005360.00,,2510529381933.00,118119344163.00,57442490330.00,946527284360.00,10659492350.00,-160991654715.00,-162489287440.00,0.00,-52026419984.00,3267770630997.00,-1295411927462.00,769674106.00,-13958940271643.00,7357672039717.00,-131577791087.00,0.00,910563613381.00,-7116924662988.00,73050500000.00,0.00,11615919717863.00,-4450236364211.00,-377874873800.00,6833629999298.00,2984475967307.00,3289424451229.00,-37425317130.00,6236475101406.00,FPT,2026-02-10,VCI,-27228980554.00
FPT,2023,1,2120643647098.00,510016474629.00,127203042533.00,9089996756.00,,-640246263497.00,147985668274.00,,2274692565793.00,-149759558922.00,-115149297662.00,-2621858951796.00,-117502927576.00,-189127995202.00,-286845937469.00,0.00,-221143116021.00,-1426695218855.00,-623674682456.00,11586480653.00,-6731446119194.00,5858264271833.00,-306515795863.00,0.00,232671727970.00,-1559114117057.00,0.00,0.00,6698228161444.00,-6685088864823.00,-178957765195.00,-168106676636.00,-3153916012548.00,6440177174322.00,3163289455.00,3289424451229.00,FPT,2026-02-10,VCI,-2288208062.00
FPT,2022,4,1989028630914.00,500029827304.00,616541583535.00,58787739060.00,,-526082534268.00,156583283497.00,,2794888530042.00,-1106673777230.00,175395225847.00,1195278491834.00,-205593299191.00,-199132300872.00,-580903064164.00,0.00,-74628727662.00,1998631078604.00,-1242589310752.00,437966142.00,-7549708156781.00,15004802557968.00,-121688535896.00,28200047000.00,584541046103.00,6703995613784.00,7181600000.00,0.00,2888553449095.00,-8884259572642.00,-397495900.00,-5991386699398.00,2711239992990.00,3737291803926.00,-8354622648.00,6440177174268.00,FPT,2026-02-10,VCI,-2464679951.00
FPT,2022,3,2028024819924.00,455112193671.00,181566912077.00,52094188065.00,,-497004314547.00,166542329315.00,,2386336128505.00,-750073714243.00,10707622080.00,1743590766874.00,-169726753340.00,-148610771875.00,-243651636637.00,0.00,-9686929000.00,2818884712364.00,-747831923421.00,484495775.00,-7206028064096.00,8458326041070.00,-273881675684.00,28200047000.00,271477931470.00,530746852114.00,0.00,0.00,6165244903885.00,-9702286221087.00,-1274523335350.00,-4814654837307.00,-1465023272829.00,5219950154604.00,-17635077849.00,3737291803926.00,FPT,2026-02-10,VCI,-3090184755.00
FPT,2022,2,1857844626387.00,447956576173.00,-28165541725.00,-75830118684.00,,-446027776455.00,176780202333.00,,1932557968029.00,169999528624.00,-358199189918.00,793812469121.00,-86105846762.00,-164709307828.00,-205902901477.00,0.00,-46154386014.00,2035298333775.00,-710980983387.00,3020594474.00,-4839732516607.00,4992708365166.00,-149236241944.00,0.00,709154444759.00,4933662461.00,62123329275.00,0.00,9013536398007.00,-9756141831889.00,-944460727426.00,-1627419372150.00,412812624086.00,4825840656865.00,-18703126347.00,5219950154604.00,FPT,2026-02-10,VCI,-2476540117.00
FPT,2022,1,1779047846680.00,430035197980.00,89399909694.00,-27398961364.00,,-540253007882.00,145819741163.00,,1876650726271.00,-408473574946.00,-325706369017.00,-2214552976580.00,-172525514290.00,-129336588963.00,-191388167584.00,0.00,-273166933002.00,-1838499398111.00,-485430154004.00,1718973637.00,-13388405350671.00,12213279082524.00,-249624051.00,0.00,216215570169.00,-1442871502396.00,7723760000.00,0.00,10052894233746.00,-7397367323294.00,-2753237319.00,2660152692532.00,-621218207975.00,5417845293242.00,29213571598.00,4825840656865.00,FPT,2026-02-10,VCI,-344740601.00
FPT,2021,4,1760402225467.00,458158012704.00,39796663769.00,-19060227915.00,,-585657291168.00,138051289995.00,,1791690672852.00,-419795810552.00,452334064188.00,1782555834477.00,-168065936985.00,-122942983590.00,-423297798061.00,0.00,41789101404.00,2934267143733.00,-890243073814.00,680069381.00,-13164712447507.00,8715246105016.00,-135019453347.00,0.00,284288374708.00,-5189760425563.00,0.00,0.00,10301887489625.00,-7885184788039.00,-185329827275.00,2230747354472.00,-24745927358.00,5446784083688.00,-4192882283.00,5417845274047.00,FPT,2026-02-10,VCI,-625519839.00
FPT,2021,3,1638572771884.00,412677697690.00,92616498281.00,11948579368.00,,-400706720285.00,120148949616.00,,1875257776554.00,72551729611.00,-99660954755.00,120823333955.00,-37801580690.00,-129236691013.00,-213582047269.00,0.00,35364915.00,1588386931308.00,-600290303392.00,751381248.00,-8303095176592.00,7846066786719.00,-31155979863.00,420000000.00,264496492572.00,-822806799308.00,29140000000.00,0.00,8712779094344.00,-8114218024190.00,-908452811825.00,-280991696637.00,484588435363.00,4978881337221.00,-16685688896.00,5446784083688.00,FPT,2026-02-10,VCI,-239954966.00
FPT,2021,2,1539464518474.00,386729793605.00,146040451868.00,21240184423.00,,-378420396991.00,124530447801.00,,1839584999180.00,-627168722951.00,-215346281347.00,1454852031824.00,-101276360915.00,-119187250128.00,-114248828074.00,0.00,-15312816407.00,2101896771182.00,-810212916667.00,796437839.00,-12923503210310.00,11028696617740.00,63815003753.00,0.00,476788572547.00,-2163619495098.00,58471404675.00,0.00,7015372275735.00,-6306379454143.00,-862498108050.00,-95253918929.00,-156976642845.00,5162685900519.00,-26827920453.00,4978881337221.00,FPT,2026-02-10,VCI,-220037146.00
FPT,2021,1,1396751211337.00,386343688745.00,73754310236.00,-78041968544.00,,-334170310563.00,99817213604.00,,1544454144815.00,280130646330.00,-355558654325.00,-1575604939361.00,-68399255544.00,-80188741107.00,-293906079737.00,0.00,-233431616446.00,-782504495375.00,-612643752771.00,639001817.00,-1435807810770.00,0.00,-348518102879.00,0.00,157238394322.00,-2239092270281.00,0.00,0.00,8433667718307.00,-4625382966624.00,-297903198825.00,3510160696497.00,488563930841.00,4686191374038.00,-12069404360.00,5162685900519.00,FPT,2026-02-10,VCI,-220856361.00
FPT,2020,4,1447320040402.00,388297670978.00,270031770202.00,13112713378.00,,-302344472792.00,98553625985.00,,1914971348153.00,-198921991818.00,-29598634873.00,1056746353957.00,53730572653.00,-88167135237.00,-260765048787.00,0.00,-46055332206.00,2401940131842.00,-1216644520225.00,893494114.00,-2633451553347.00,0.00,-3910706681.00,0.00,214418398948.00,-3638694887191.00,25470000000.00,0.00,6525423492757.00,-4794108032481.00,-148723280050.00,1607835954091.00,371081198742.00,4306782189437.00,7001480182.00,4684864868361.00,FPT,2026-02-10,VCI,-226226135.00
FPT,2020,3,1385878971886.00,372221761446.00,78887286573.00,-5368707091.00,,-273808227095.00,85791923680.00,,1643603009399.00,-256855120310.00,-158599231746.00,1023701343566.00,-1276270354.00,-104079628833.00,-184465325340.00,0.00,-19050596958.00,1942978179424.00,-467250709640.00,1775554231.00,-1168782626028.00,0.00,-66657180894.00,0.00,170758148158.00,-1530156814173.00,392908611.00,0.00,5365448198112.00,-4730733277935.00,-919753396775.00,-285406221551.00,127415143700.00,4180454757893.00,-1087712156.00,4306782189437.00,FPT,2026-02-10,VCI,-760653564.00
FPT,2020,2,1285493108002.00,368909141743.00,-33795401989.00,-20788997694.00,,-244896562395.00,101366297422.00,,1456287585089.00,474661288141.00,-25097837720.00,592379071641.00,120196004700.00,-120531439566.00,-82806934399.00,0.00,5291975846.00,2420379713732.00,-682595481990.00,459977961.00,-8756753003263.00,7106294339034.00,5747600288.00,31000000000.00,383449242518.00,-1912397325452.00,-147227851.00,0.00,3711583892590.00,-3225886490533.00,-695538858200.00,-210239251399.00,297743136881.00,3891505567428.00,-8793946416.00,4180454757893.00,FPT,2026-02-10,VCI,-250567405.00
