cp,năm,kỳ,lãi_lỗ_ròng_trước_thuế,khấu_hao_tscđ,dự_phòng_rr_tín_dụng,lãi_lỗ_chênh_lệch_tỷ_giá_chưa_thực_hiện,lãi_lỗ_từ_thanh_lý_tài_sản_cố_định,lãi_lỗ_từ_hoạt_động_đầu_tư,thu_nhập_lãi,thu_lãi_và_cổ_tức,lưu_chuyển_tiền_thuần_từ_hđkd_trước_thay_đổi_vlđ,tăng_giảm_các_khoản_phải_thu,tăng_giảm_hàng_tồn_kho,tăng_giảm_các_khoản_phải_trả,tăng_giảm_chi_phí_trả_trước,chi_phí_lãi_vay_đã_trả,tiền_thu_nhập_doanh_nghiệp_đã_trả,tiền_thu_khác_từ_các_hoạt_động_kinh_doanh,tiền_chi_khác_từ_các_hoạt_động_kinh_doanh,lưu_chuyển_tiền_tệ_ròng_từ_các_hoạt_động_sxkd,mua_sắm_tscđ,tiền_thu_được_từ_thanh_lý_tài_sản_cố_định,tiền_chi_cho_vay_mua_công_cụ_nợ_của_đơn_vị_khác_đồng,tiền_thu_hồi_cho_vay_bán_lại_các_công_cụ_nợ_của_đơn_vị_khác_đồng,đầu_tư_vào_các_doanh_nghiệp_khác,tiền_thu_từ_việc_bán_các_khoản_đầu_tư_vào_doanh_nghiệp_khác,tiền_thu_cổ_tức_và_lợi_nhuận_được_chia,lưu_chuyển_từ_hoạt_động_đầu_tư,tăng_vốn_cổ_phần_từ_góp_vốn_và_hoặc_phát_hành_cổ_phiếu,chi_trả_cho_việc_mua_lại_trả_cổ_phiếu,tiền_thu_được_các_khoản_đi_vay,tiền_trả_các_khoản_đi_vay,cổ_tức_đã_trả,lưu_chuyển_tiền_từ_hoạt_động_tài_chính,lưu_chuyển_tiền_thuần_trong_kỳ,tiền_và_tương_đương_tiền,ảnh_hưởng_của_chênh_lệch_tỷ_giá,tiền_và_tương_đương_tiền_cuối_kỳ,symbol,extracted_at,source,tiền_thanh_toán_vốn_gốc_đi_thuê_tài_chính
HPG,2024,2,3733225669765.00,1729640974153.00,162022519725.00,-30290605919.00,,406339912654.00,564134360513.00,0.00,6571122801543.00,-618194847084.00,811031696508.00,-3565852264665.00,46814900835.00,-613526452453.00,-23605606592.00,0.00,-107787269936.00,2500002958156.00,-4038554034033.00,2758324845.00,-6908419972602.00,13728665397260.00,0.00,0.00,-278698869753.00,2505750845717.00,0.00,-2420000.00,41954146315610.00,-46356254460746.00,-1658737650.00,-4403769302786.00,601984501087.00,12428888036237.00,1165315959.00,13032037853283.00,HPG,2026-02-10,VCI,0.00
HPG,2024,1,3261215356873.00,1721816264528.00,10669816792.00,182794183008.00,,-1462291190778.00,635618987620.00,0.00,4349823418043.00,-2549940352860.00,-1850079271655.00,3121851473748.00,-450426491575.00,-621521923912.00,-849105119441.00,0.00,-401971341603.00,748630390745.00,-14797827829267.00,1139714227578.00,-8465849467273.00,8374734396151.00,0.00,0.00,1125274432093.00,-12623954240718.00,40000000000.00,-100000000.00,44109437021720.00,-32099643158043.00,638363554.00,12050332227231.00,175008377258.00,12252001160884.00,1878498095.00,12428888036237.00,HPG,2026-02-10,VCI,0.00
HPG,2023,4,3384568877748.00,1741097551767.00,-149104888269.00,-150012871876.00,,33606206324.00,710943681004.00,0.00,5571098556698.00,-2360010541026.00,-897339146679.00,4060504082997.00,-14640876626.00,-734328822276.00,-116083513736.00,0.00,-98926312478.00,5410273426874.00,-7374116374071.00,151206936404.00,-12287268028348.00,9589411407600.00,0.00,-526054585230.00,72907729152.00,-10373912914493.00,200000000.00,-70560000.00,37040198581692.00,-29499317057488.00,-7623503418.00,7533387460786.00,2569747973167.00,9696669423876.00,983763841.00,12267401160884.00,HPG,2026-02-10,VCI,0.00
HPG,2023,3,2174230121892.00,1721774737926.00,15972161435.00,327203956815.00,,700000000.00,855978191830.00,0.00,5089809199246.00,1302169808975.00,-1539457455806.00,-3179803871108.00,2482635158.00,-894619601392.00,-27416666170.00,0.00,-120152763848.00,633011285055.00,-4360794062575.00,43509632440.00,-7534337000000.00,10386022792583.00,0.00,0.00,188313343369.00,-1277285294183.00,0.00,-523080000.00,30104574327511.00,-33016730316247.00,-13172335.00,-2912692241071.00,-3556966250199.00,13252855086239.00,780587836.00,9696669423876.00,HPG,2026-02-10,VCI,0.00
HPG,2023,2,1701886953766.00,1662354940325.00,-19798182146.00,186695827590.00,,807566211073.00,1028566971432.00,0.00,5373322692692.00,-732945984778.00,2333570335010.00,-1147183496853.00,-180499266765.00,-1022641263764.00,-9619675838.00,0.00,-82665294478.00,4531338045226.00,-2799215791708.00,-72804191977.00,-8820154397260.00,13396144607939.00,0.00,0.00,-681536002504.00,1022434224490.00,0.00,-1750000000.00,30250075237636.00,-30416146549804.00,-309845372.00,-168131157540.00,5385641112176.00,7868451566326.00,-1237592263.00,13252855086239.00,HPG,2026-02-10,VCI,0.00
HPG,2023,1,532042789767.00,1648185800262.00,-941109168744.00,-70212986899.00,,-1917697628031.00,989588839615.00,0.00,240797645970.00,-3812875642667.00,1129379609411.00,2852581088093.00,118008526448.00,-1008860534438.00,-406872658989.00,0.00,-215138161878.00,-1102980128050.00,-2818742500442.00,85782979543.00,-11146363396151.00,9915617722611.00,0.00,0.00,1791187123736.00,-2172518070703.00,500000000.00,0.00,29747246722377.00,-26927061343325.00,-67273509.00,2820618105543.00,-454880093210.00,8324588920227.00,-1257260691.00,7868451566326.00,HPG,2026-02-10,VCI,0.00
HPG,2022,4,-2078547921756.00,1722687479263.00,341386215259.00,-1153484051152.00,,-433785906879.00,932651987764.00,0.00,-669092197501.00,2263542077184.00,9068509515894.00,-3825851459148.00,-57006802391.00,-932734695711.00,-387867697352.00,0.00,-19904558293.00,5439594182682.00,-3787933631685.00,2310679826.00,-7221150335894.00,8592702929212.00,-371644175956.00,0.00,428988486177.00,-2356726048320.00,2250000000.00,0.00,20090198575763.00,-26729017842245.00,6867415088.00,-6629701851394.00,-3546833717032.00,11881408346665.00,-9985709406.00,8324588920227.00,HPG,2026-02-10,VCI,0.00
HPG,2022,3,-1299955296196.00,1736975580676.00,137493426199.00,546820352732.00,,-483634913465.00,836700531276.00,0.00,1471405681222.00,3761408428487.00,14893476334949.00,-15025441161545.00,259795335259.00,-797610374903.00,-299804203.00,0.00,-105134288761.00,4457600150505.00,-4411237849191.00,693243676.00,-18170530825728.00,16474113153471.00,0.00,0.00,507616445745.00,-5599345832027.00,0.00,0.00,30844142246599.00,-35929148438674.00,-2241486887074.00,-7326493079149.00,-8468238760671.00,20325198022112.00,24449085224.00,11881408346665.00,HPG,2026-02-10,VCI,0.00
HPG,2022,2,4379340489328.00,1677130524495.00,593032893735.00,643248114558.00,,47163693950.00,717352725484.00,0.00,8060262441550.00,-1966756554929.00,-18097014411925.00,7164279474800.00,-126209000614.00,-713566675256.00,-274728798738.00,0.00,-138671731563.00,-6092405256675.00,-3740134869390.00,6530260130.00,-10795594944261.00,12607471335560.00,0.00,0.00,-142312810971.00,-2064041028932.00,1300000000.00,0.00,49521669195301.00,-40072417413636.00,-3265243694.00,9447286537971.00,1290840252364.00,19060014590301.00,-25656820553.00,20325198022112.00,HPG,2026-02-10,VCI,0.00
HPG,2022,1,8922103855907.00,1677611364569.00,-59950204308.00,150783920541.00,,-951283456248.00,596932887294.00,0.00,10336198367755.00,665168430681.00,2157183286223.00,-2993606607312.00,-95129210608.00,-590981613068.00,-578723718398.00,0.00,-513100948690.00,8387007986583.00,-6026975731178.00,4117528200.00,-19318517776498.00,9738241951928.00,0.00,0.00,911474085424.00,-14691659942124.00,525000000.00,0.00,34800675129353.00,-31899973544079.00,-9489245406.00,2891737339868.00,-3412914615673.00,22471375562130.00,1553643844.00,19060014590301.00,HPG,2026-02-10,VCI,0.00
HPG,2021,4,8038356261876.00,1566782572400.00,187032358552.00,258423817835.00,,-5441110827.00,629506996556.00,0.00,10674660896392.00,3442217701358.00,3613321745493.00,-386836884300.00,-355772858060.00,-643452188645.00,-1964575046074.00,0.00,-208158469367.00,14171404896797.00,-4326244042568.00,33337740164.00,-9540866742500.00,12763595869520.00,0.00,0.00,29174461735.00,-1041002713649.00,1300000000.00,0.00,32283420282683.00,-36295469189503.00,-24515647431.00,-4035264554251.00,9095137628897.00,13376486099355.00,-248166122.00,22471375562130.00,HPG,2026-02-10,VCI,0.00
HPG,2021,3,10978756069697.00,1557450246725.00,1233182111.00,-209979223465.00,,-310183817801.00,675107905208.00,0.00,12689390362475.00,-4673747018000.00,-6269003879894.00,-959546992745.00,-88497371785.00,-676491835696.00,-136626961921.00,0.00,-47611113527.00,-162134811093.00,-2394064632437.00,22467916217.00,-12798301968208.00,8560809135918.00,0.00,0.00,309959249655.00,-6299130298855.00,6200000000.00,0.00,33643984837211.00,-28439823546968.00,-1550442909.00,5208810847334.00,-1252454262614.00,14644183731657.00,-15243369688.00,13376486099355.00,HPG,2026-02-10,VCI,0.00
HPG,2021,2,10349452188126.00,1507505865787.00,-33730842823.00,-4008223308.00,,-312132259952.00,599661392906.00,0.00,12109742120736.00,1556222812501.00,-12331373344340.00,11316582903533.00,16860686697.00,-625991809706.00,-138010433465.00,0.00,-40495890692.00,11863537045264.00,-3996355629739.00,7970290465.00,-10950565099870.00,4718629665828.00,0.00,0.00,198577255944.00,-10021743517372.00,0.00,0.00,28538845159800.00,-28079986938828.00,-1670953710220.00,-1212095489248.00,629698038644.00,14018629193714.00,-4143500701.00,14644183731657.00,HPG,2026-02-10,VCI,0.00
HPG,2021,1,7690213194491.00,1454908359540.00,28321364644.00,-2552250936.00,,-722585925436.00,621546963567.00,0.00,9069851705870.00,-3364015325784.00,-1849087719759.00,-758802388718.00,-52531887685.00,-638893494939.00,-494678519443.00,0.00,-318492238077.00,1593350131465.00,-1399236188679.00,1780127545.00,-7952254523391.00,5213877851025.00,0.00,827030264967.00,266641688553.00,-3042160779980.00,3130000000.00,0.00,30267142223530.00,-28495551029999.00,-6724946432.00,1767996247099.00,319185598584.00,13696099298228.00,3344296902.00,14018629193714.00,HPG,2026-02-10,VCI,0.00
HPG,2020,4,5330249297734.00,1386472041189.00,-9703574796.00,-9996456364.00,,-202814191600.00,662031175138.00,0.00,7156238291301.00,-635727619676.00,-5473842806342.00,771033329096.00,-138333751178.00,-633221134958.00,-972954380399.00,0.00,-21735058073.00,51456869771.00,-1546069161409.00,8456445735.00,-2910381996977.00,2710758549569.00,0.00,0.00,158312624548.00,-1578923538534.00,300000000.00,0.00,24246371804094.00,-15335976761188.00,-13435338013.00,8897259704893.00,7369793036130.00,5628548667015.00,2660069381.00,13001001772526.00,HPG,2026-02-10,VCI,0.00
HPG,2020,3,4271871636028.00,1181347918547.00,4036719741.00,42845968449.00,,-141011034467.00,540809441828.00,0.00,5899900650126.00,-1913396601976.00,131486017669.00,-374458836488.00,43273301700.00,-519408535848.00,-267654874402.00,0.00,-24046981942.00,2975694138839.00,-1898885081877.00,1163951886.00,-5112617752800.00,906347252521.00,0.00,0.00,75285548504.00,-6028706081766.00,2400000000.00,0.00,22818192138710.00,-20236380816626.00,-1393099337621.00,1191111984463.00,-1861899958464.00,7489589626409.00,858999070.00,5628548667015.00,HPG,2026-02-10,VCI,0.00
HPG,2020,2,3095721382125.00,1138885194120.00,11589787924.00,-261050273579.00,,-122088274050.00,523373576010.00,0.00,4386431392550.00,628008567582.00,-1771718379224.00,2552135727517.00,42648469309.00,-503553127663.00,-41323528646.00,0.00,-30378102797.00,5262251018628.00,-2477672697519.00,10231022111.00,-3591249113354.00,568606107101.00,0.00,0.00,89468929321.00,-5400615752340.00,0.00,0.00,17636534390058.00,-16160430801645.00,-7966027040.00,1468137561373.00,1329772827661.00,6157827189416.00,1989609332.00,7489589626409.00,HPG,2026-02-10,VCI,0.00
HPG,2020,1,2657091220016.00,1091959044244.00,22391252573.00,281070672466.00,,-61696545888.00,481082874292.00,0.00,4471898517703.00,-1577050200596.00,53050182496.00,-1211555601127.00,37163563730.00,-374789631415.00,-432145153255.00,0.00,-252203233893.00,714368443643.00,-3447607366037.00,15967887769.00,-1034707105440.00,800412234367.00,0.00,0.00,69433321558.00,-3596501027783.00,0.00,0.00,16924270152854.00,-12424802707315.00,-4973046084.00,4494494399455.00,1612361815315.00,4544900252204.00,565121897.00,6157827189416.00,HPG,2026-02-10,VCI,0.00
HPG,2019,4,2284996658014.00,803343483855.00,15279555359.00,-6186878093.00,,-123838477791.00,270226645026.00,0.00,3243820986370.00,621007249018.00,-220137009622.00,4152758736704.00,-130439228509.00,-261917773785.00,-596124160298.00,0.00,-37393880602.00,6771574919276.00,-5325523796833.00,10683051824.00,-618298027730.00,1078468665087.00,0.00,0.00,123467379365.00,-4731202728287.00,85000000.00,0.00,18859904271596.00,-20308458019905.00,-246706983.00,-1448715455292.00,591656735697.00,3972943652210.00,301924952.00,4564902312859.00,HPG,2026-02-10,VCI,0.00
HPG,2019,3,2160914730482.00,651891904577.00,2445513914.00,-18928373518.00,,-161697586815.00,265895204863.00,0.00,2886996817143.00,-384010257320.00,-3602598105490.00,-1279510864698.00,43941232508.00,-274014274502.00,-332083426225.00,0.00,-54478176261.00,-2995757054845.00,-3759383204475.00,-11480931285.00,215263176450.00,529241329543.00,0.00,0.00,192755999128.00,-2833603630639.00,0.00,0.00,17893141507485.00,-13985922428353.00,-5335419426.00,3901883659706.00,-1927477025778.00,5900076071570.00,344606418.00,3972943652210.00,HPG,2026-02-10,VCI,0.00
HPG,2019,2,2479812592590.00,599784384579.00,2877014108.00,48465776731.00,,-101892899907.00,215389146860.00,0.00,3257960591321.00,777004519794.00,-3506410691355.00,2417455437347.00,10345284222.00,-188205446868.00,-247709261364.00,0.00,-76124456748.00,2444315976349.00,-7200900927887.00,20810046202.00,-1234317332787.00,1902221835548.00,0.00,0.00,94125240260.00,-6418061138664.00,0.00,0.00,12947565846637.00,-9177531346113.00,-6818491460.00,3763216009064.00,-210529153251.00,6110879210952.00,-273986131.00,5900076071570.00,HPG,2026-02-10,VCI,0.00
HPG,2019,1,2170940228673.00,583138700857.00,-26374697757.00,-14499415586.00,,-33470504380.00,185199221610.00,0.00,2864933533417.00,-1145022952518.00,2196908631444.00,-1160255462159.00,66109848557.00,-143138746017.00,-374604421127.00,0.00,-171033086219.00,2133897345378.00,-5336201548793.00,2364808068.00,-2810200888442.00,3322292650156.00,0.00,0.00,106399394935.00,-4715345584076.00,0.00,0.00,19848673018339.00,-13671770034245.00,-217727679.00,6176685256415.00,3595237017717.00,2515617135457.00,25057778.00,6110879210952.00,HPG,2026-02-10,VCI,0.00
HPG,2018,4,2037329601363.00,577870811942.00,-18173662868.00,4104939588.00,,-66937818732.00,144936133893.00,0.00,2679130005186.00,-1712374696823.00,891988751549.00,734863589308.00,1283788372.00,-229376309960.00,-569580309365.00,0.00,-67856393468.00,1728078424799.00,-7753757887855.00,44519888341.00,-1461540758141.00,3593320000000.00,-138933689.00,2599680288.00,123359849441.00,-5451638161615.00,0.00,0.00,15795734202913.00,-13529615414961.00,-1565389423.00,2264553398529.00,-1459006338287.00,3976151668262.00,-1528194518.00,2515617135457.00,HPG,2026-02-10,VCI,0.00
HPG,2018,3,2848086063843.00,597087360757.00,-47094368475.00,21416556849.00,,2051444778.00,141685345016.00,0.00,3550924182932.00,119547210473.00,-1501522889313.00,44260251184.00,16736976398.00,-131341967884.00,-411912798208.00,0.00,-28524384634.00,1658166580948.00,-10643470479000.00,908642864.00,-3302730556489.00,5155733037056.00,0.00,0.00,257551741690.00,-8532007613879.00,0.00,0.00,15179506401865.00,-9647874632159.00,-1236393107.00,5530395376599.00,-1343445656332.00,5319038225154.00,559099440.00,3976151668262.00,HPG,2026-02-10,VCI,0.00
HPG,2018,2,2577218001099.00,553037107154.00,-426147437.00,-33113633439.00,,-41534210367.00,135220094841.00,0.00,3202709431687.00,-618456931257.00,-1531001715888.00,924608516139.00,-250081285218.00,-139451648027.00,-102996238868.00,0.00,-26000040655.00,1459330087913.00,-6535623048148.00,5500137417.00,-3916356966921.00,3253622924069.00,0.00,15000000000.00,220596558190.00,-6957260395393.00,11424719202.00,0.00,14031707569867.00,-9886721261520.00,-2474192297.00,4153936835252.00,-1343993472228.00,6662968459743.00,63237639.00,5319038225154.00,HPG,2026-02-10,VCI,0.00
HPG,2018,1,2608439205997.00,556108322687.00,-7296315043.00,38197623898.00,,-46934532354.00,118019669890.00,0.00,3266533975075.00,82342161661.00,543802130814.00,-243975167874.00,-268670700316.00,-111597863515.00,-331943891954.00,0.00,-181620568095.00,2754870075796.00,-2661214218378.00,56838470987.00,-2614873739992.00,5440337241859.00,-115947860804.00,0.00,344686537986.00,449826431658.00,0.00,0.00,8465066041528.00,-9270797786046.00,-642223602.00,-806373968120.00,2398322539334.00,4264641954689.00,3965720.00,6662968459743.00,HPG,2026-02-10,VCI,0.00
HPG,2017,4,2749694287204.00,561515828809.00,-16307823121.00,-10097823077.00,,-32766940514.00,135018785751.00,0.00,3371587985299.00,-605781725895.00,-715028361029.00,281626431892.00,-46359201842.00,-131211223031.00,-822294954967.00,0.00,-68883821314.00,1263655129113.00,-3213308867189.00,1044844892.00,5301410216620.00,-3269612916987.00,-40833411607.00,651015518.00,64399159363.00,-1156249959390.00,0.00,0.00,9618028562481.00,-8051264652750.00,-1092127232.00,1565671782499.00,1673076952222.00,2591864482986.00,-299480519.00,4264641954689.00,HPG,2026-02-10,VCI,0.00
HPG,2017,3,2487911010740.00,496694475864.00,5595692677.00,-547473255.00,,-21726279339.00,130923942442.00,0.00,3104007479047.00,98685215264.00,-655007259885.00,-571820469638.00,-27878412984.00,-128323294948.00,-24850859491.00,-4055188280.00,839011444.00,1791596220529.00,-3458547485030.00,1127420870.00,-11824387911655.00,7686710561819.00,0.00,0.00,27315537918.00,-7567781876078.00,5046526420000.00,0.00,10370508379840.00,-8862572450839.00,-139603000.00,6554322746001.00,778137090452.00,1813484050479.00,243342055.00,2591864482986.00,HPG,2026-02-10,VCI,0.00
HPG,2017,2,1807855656986.00,484745011931.00,2968679132.00,4822077813.00,,-16738098574.00,130009931346.00,0.00,2418819368552.00,269010297886.00,-335139421203.00,704354973233.00,38592222379.00,-132743807560.00,-133899941983.00,418538280.00,-45629933278.00,2783782296306.00,-1570792467729.00,2609865774.00,-2140451256926.00,14790032134.00,0.00,0.00,52505281018.00,-3641338545729.00,10758940000.00,0.00,13681487984030.00,-13400697158678.00,-1280625591.00,290269139761.00,-567287109662.00,2380437136128.00,334024013.00,1813484050479.00,HPG,2026-02-10,VCI,0.00
HPG,2017,1,2242908787766.00,472087077057.00,-5127467707.00,1055827571.00,,-36657312451.00,83754910316.00,0.00,2763177932469.00,-224961014404.00,-492313380351.00,-842569434594.00,-30152684582.00,-81058955443.00,-742733739918.00,3636650000.00,-136220414230.00,216804958947.00,-638806317086.00,3118356422.00,-4980628741489.00,30100588634.00,0.00,0.00,28171851619.00,-5558044261900.00,0.00,0.00,3524671584538.00,-360000000000.00,-1108892177.00,3163562692361.00,-2177676610592.00,4558660713745.00,-546967025.00,2380437136128.00,HPG,2026-02-10,VCI,0.00
HPG,2016,4,2252940497691.00,447982118359.00,-75174190111.00,12517247533.00,,73138204731.00,62584242926.00,0.00,2779144231046.00,-393996164857.00,-2187649492867.00,2458063894589.00,-40646092026.00,-64554214138.00,-460934433910.00,0.00,-10639153120.00,2078788574717.00,-1250587612436.00,-1266794180.00,-1089631271176.00,671938464865.00,0.00,0.00,-74102609592.00,-1743649822519.00,79230444922.00,-170000000.00,7390246964001.00,-6528730087986.00,-138537000.00,940438783937.00,1275577536135.00,3282771484625.00,311692745.00,4558660713505.00,HPG,2026-02-10,VCI,0.00
HPG,2016,3,1855716288705.00,420410354185.00,3385535627.00,-7976372368.00,,-30653206041.00,69055625453.00,0.00,2315094335479.00,-541024942820.00,300154917839.00,-8471024019.00,34191082501.00,-65761520508.00,-18648547941.00,0.00,-21360633793.00,1994173666738.00,-650397956204.00,1142559634.00,-20428632278.00,297642061629.00,0.00,0.00,37593239468.00,-334448727751.00,-79230444922.00,0.00,5656494927514.00,-5906623835507.00,-1100054460399.00,-1429413813314.00,230311125673.00,3052404764799.00,55594153.00,3282771484625.00,HPG,2026-02-10,VCI,0.00
HPG,2016,2,2381777336224.00,432200432622.00,-18512144488.00,19082366767.00,,-64763470973.00,67328991186.00,0.00,2822269621255.00,86255061363.00,-2273151476081.00,44001195718.00,108443413707.00,-34361563100.00,-64867429194.00,0.00,-15267794459.00,673321029209.00,-328957960692.00,19973296067.00,-415545617295.00,730604857143.00,0.00,0.00,44965811151.00,51040386374.00,0.00,0.00,4343536260946.00,-4940426362321.00,-1187429332.00,-598077530707.00,126283884876.00,2926138476017.00,-17596094.00,3052404764799.00,HPG,2026-02-10,VCI,0.00
HPG,2016,1,1211372613286.00,353668480131.00,-28304906688.00,-3950169382.00,,-26921804949.00,81042378600.00,0.00,1592641545219.00,64262188564.00,933139505285.00,-360050646030.00,23137601903.00,-116050624405.00,-301624696806.00,0.00,-91887886455.00,1743566987275.00,-670935842397.00,903986138.00,-355659073764.00,290321710394.00,-73131328075.00,0.00,33572675627.00,-774927872077.00,0.00,0.00,5959366812658.00,-6374076795436.00,-456946831.00,-415166929609.00,553472185589.00,2372761840865.00,-95550437.00,2926138476017.00,HPG,2026-02-10,VCI,0.00
HPG,2015,4,682848761927.00,398368348918.00,45255893932.00,-66091956217.00,,-31403070410.00,76032561384.00,0.00,1304883164337.00,292559330081.00,-175193139626.00,-99740606995.00,-87175570480.00,-493248379874.00,-93833880314.00,-514335225.00,-953154302.00,646783427602.00,-1307123101477.00,9887774352.00,-1732938580716.00,939959424990.00,-230628789000.00,0.00,46944267217.00,-2273899004634.00,0.00,0.00,7759186724515.00,-7684873403975.00,-1318725885.00,1894978425192.00,267862848160.00,2107094759286.00,-29001581.00,2374928605865.00,HPG,2026-02-10,VCI,1821983830537.00
HPG,2015,3,1160633509273.00,296302507223.00,8782905986.00,21316871834.00,,-42229158345.00,65651042150.00,0.00,1540830405611.00,-83490303827.00,-674494231636.00,-432685441816.00,19038775238.00,355932329076.00,-64039270832.00,2957111520.00,-22890829296.00,641158544038.00,-138529322500.00,12465425450.00,776493662874.00,278425000000.00,0.00,0.00,25615642494.00,954470408318.00,0.00,0.00,7610652137591.00,-7299644979889.00,-180704291.00,-1511157377126.00,84471575230.00,2022505414440.00,117769616.00,2107094759286.00,HPG,2026-02-10,VCI,-1821983830537.00
HPG,2015,2,1407764434588.00,301511273280.00,21693818232.00,11695783123.00,,-7443799102.00,51860489071.00,0.00,1817454726686.00,636430799597.00,359393794669.00,176791885168.00,3316997366.00,-99638681810.00,-50071357591.00,-1300573360.00,-13485490377.00,2828892100348.00,-1574134153640.00,1974614483.00,-543810404978.00,343469232554.00,0.00,0.00,23604219140.00,-1748896492441.00,12000000.00,0.00,5746131417468.00,-5767420369497.00,-489712206457.00,-510989158486.00,569006449421.00,1453491349657.00,7615362.00,2022505414440.00,HPG,2026-02-10,VCI,0.00
HPG,2015,1,738485384068.00,285202533263.00,-10431256032.00,46245799027.00,,2596359267.00,57781070334.00,0.00,1150252617421.00,-858014042750.00,878972421686.00,-324727321765.00,21638409835.00,-46855043285.00,-234407141502.00,1300573360.00,-88148362837.00,500012110163.00,-435032676387.00,2389799999.00,-359602870845.00,0.00,0.00,0.00,22763213500.00,-769482533733.00,46500000.00,0.00,6536020489553.00,-6789881879469.00,-49508778000.00,-303323667916.00,-572794091486.00,2026280467705.00,4973438.00,1453491349657.00,HPG,2026-02-10,VCI,0.00
HPG,2014,4,587006103005.00,285065957456.00,208258726706.00,48496459298.00,,-9419354243.00,70636426629.00,0.00,1276390288384.00,-460041872172.00,-359270478408.00,609717973758.00,143089492298.00,-60953377294.00,-87166832462.00,13457214364.00,-38373313773.00,1036849094695.00,-482639899148.00,2876353229.00,-1184067715208.00,927555196738.00,-55215592861.00,1500000000.00,24935855886.00,-765055801364.00,0.00,0.00,6544713791719.00,-6466508187250.00,132092655.00,78337697124.00,350130990455.00,1651561080358.00,88396892.00,2001780467705.00,HPG,2026-02-10,VCI,0.00
HPG,2014,3,1024678282379.00,279038374027.00,370294557.00,-29579502673.00,,-7557222858.00,78782680101.00,0.00,1373496845379.00,-409180918965.00,-21678560089.00,-849882929607.00,-270970657362.00,-67898612719.00,-66573934195.00,11139900902.00,-17944272238.00,-319493138894.00,-186943594565.00,8923466376.00,-23598274631.00,126894428753.00,1740000000.00,0.00,26255070026.00,-46728904041.00,475000000.00,0.00,5822094586932.00,-5233779127082.00,-82681908.00,588707777942.00,222485735007.00,1429108292747.00,-32947396.00,1651561080358.00,HPG,2026-02-10,VCI,0.00
HPG,2014,2,1086586698582.00,274592206614.00,1569057588.00,60750200005.00,,-26926176023.00,81355980496.00,0.00,1536332623235.00,418561268641.00,-411130212702.00,-173090101941.00,13704503419.00,-78617434926.00,-128176453387.00,14411246662.00,-8547675672.00,1183447763329.00,-185710869579.00,9349892737.00,40415328633.00,0.00,-56955592861.00,0.00,30000166409.00,-162901074661.00,0.00,0.00,4789825856092.00,-5945027273481.00,-631333792999.00,-1786535210388.00,-765988521720.00,2195020257953.00,76556514.00,1429108292747.00,HPG,2026-02-10,VCI,0.00
HPG,2014,1,1070843098197.00,268657879041.00,-744004462.00,3080402463.00,,-33506296635.00,120827103540.00,0.00,1501530397596.00,124260473167.00,1258281581498.00,-1749890855513.00,11905692786.00,-118239482053.00,-297043298315.00,536403969.00,-55776197031.00,675564716104.00,-238431892230.00,1965044115.00,-16817054002.00,0.00,0.00,0.00,26148641137.00,-227135260980.00,0.00,0.00,4715500046151.00,-5044125506655.00,-50090936327.00,-378716396831.00,69713058293.00,2125322390697.00,-15191037.00,2195020257953.00,HPG,2026-02-10,VCI,0.00
HPG,2013,4,624906992751.00,251887298783.00,-21311495954.00,-19467570040.00,,-27137784105.00,124373034373.00,0.00,1113248112183.00,-143583110760.00,39205087020.00,-74693002938.00,14579645079.00,-141362484134.00,-52517684746.00,3908665563.00,-23000626836.00,735784600431.00,-403983710108.00,1076116746.00,-158262157802.00,26319051657.00,-395947200000.00,133334.00,33965105608.00,-896832660565.00,0.00,0.00,5166410402121.00,-4751486142320.00,-440163400.00,414484096401.00,253436036267.00,2014263312314.00,-76957885.00,2267622390696.00,HPG,2026-02-10,VCI,0.00
HPG,2013,3,597978454091.00,164500424985.00,-76003820472.00,-67443974794.00,,-27282824659.00,79447906827.00,0.00,671196165978.00,70702330394.00,-438976864516.00,597329721307.00,-50516645121.00,-12040740626.00,-6666946516.00,91489237.00,-18022825908.00,813095684229.00,-659432504998.00,1496464877.00,-36000000000.00,46980047200.00,-546074299.00,0.00,21759530296.00,-625742536924.00,600000000.00,0.00,4906915930348.00,-4047269743860.00,-418813813012.00,441432373476.00,628785520781.00,1385641109293.00,-163317760.00,2014263312314.00,HPG,2026-02-10,VCI,0.00
HPG,2013,2,599329395099.00,153612281709.00,24541434887.00,88925011228.00,,-16753148991.00,77682792362.00,-27281308193.00,900056458101.00,391392242164.00,-862146448487.00,897922226436.00,21681730049.00,-142382619339.00,-77379043550.00,18156769011.00,-7497932861.00,1139803381524.00,-1031909410784.00,3343397309.00,1322098857.00,50337901143.00,-5.00,-8803477837.00,8494315371.00,-977215175946.00,0.00,0.00,4902010810854.00,-4674063868578.00,-1423348191.00,226523594085.00,389111799663.00,996320633597.00,208676032.00,1385641109292.00,HPG,2026-02-10,VCI,0.00
